,person_id,comp_f_min_score,comp_f_min_decile,comp_f_max_score,comp_f_max_decile,comp_r_min_score,comp_r_min_decile,comp_r_max_score,comp_r_max_decile,comp_v_min_score,comp_v_min_decile,comp_v_max_score,comp_v_max_decile
5569,5570,25,6,25,6,0.44,9,0.44,9,-1.5,6,-1.5,6
5570,5571,20,3,20,3,-0.2,6,-0.2,6,-1.52,6,-1.52,6
5572,5573,22,5,22,5,-0.36,7,-0.36,7,-1.92,5,-1.92,5
5573,5574,22,5,22,5,-0.01,7,-0.01,7,-1.46,7,-1.46,7
5574,5575,20,4,20,4,-0.18,7,-0.18,7,-1.89,5,-1.89,5
5575,5576,21,4,21,4,0.28,8,0.28,8,-1.92,5,-1.92,5
5576,5577,28,8,28,8,0.02,7,0.02,7,-2.77,2,-2.77,2
5577,5578,21,4,29,8,0.46,9,0.69,10,-1.01,8,-0.87,9
5578,5579,26,7,26,7,0.35,9,0.35,9,-1.87,5,-1.87,5
5579,5580,17,2,17,2,-0.51,5,-0.51,5,-2.8,2,-2.8,2
5580,5581,23,6,23,6,-1.64,2,-1.64,2,-2.4,3,-2.4,3
5581,5582,28,8,28,8,0.48,9,0.48,9,-1.52,6,-1.52,6
5582,5583,23,5,27,7,-0.25,6,0.02,7,-2.53,3,-2.41,3
5583,5584,33,9,33,9,-0.04,7,-0.04,7,-1.58,6,-1.58,6
5584,5585,18,3,18,3,-1.52,1,-1.52,1,-3.07,1,-3.07,1
5585,5586,23,5,23,5,0.19,8,0.19,8,-1.93,5,-1.93,5
5586,5587,12,1,12,1,-1.22,2,-1.22,2,-2.83,2,-2.83,2
5587,5588,13,1,13,1,-0.78,3,-0.78,3,-1.68,6,-1.68,6
5588,5589,13,1,13,1,-1.52,1,-1.52,1,-3.08,1,-3.08,1
5589,5590,24,6,24,6,-1.14,3,-1.14,3,-2.74,2,-2.74,2
5590,5591,21,3,22,5,0.15,7,0.87,10,-1.94,5,-1.5,6
5591,5592,16,2,16,2,-0.51,5,-0.51,5,-2.25,3,-2.25,3
5592,5593,21,4,21,4,-0.64,4,-0.5,5,-2.45,3,-2.26,3
5593,5594,18,3,18,3,0.62,10,0.62,10,-1.51,6,-1.51,6
5594,5595,13,1,13,1,-1.92,1,-1.92,1,-3.63,1,-3.63,1
5595,5596,18,3,18,3,-0.2,6,-0.2,6,-2.1,4,-2.1,4
5596,5597,18,3,18,3,-1.53,1,-1.53,1,-3.1,1,-3.1,1
5597,5598,14,1,14,1,-0.39,5,-0.39,5,-2.32,3,-2.32,3
5598,5599,26,7,26,7,-0.45,6,-0.45,6,-2.79,2,-2.79,2
5599,5600,14,1,14,1,-0.35,5,-0.35,5,-2.25,3,-2.25,3
5600,5601,18,3,18,3,-2.53,1,-2.53,1,-4.13,1,-4.13,1
5601,5602,13,1,13,1,-0.47,5,-0.47,5,-2.14,4,-2.14,4
5602,5603,14,1,14,1,-0.59,5,-0.59,5,-2.55,3,-2.55,3
5603,5604,19,3,19,3,-0.41,5,-0.41,5,-2.53,3,-2.53,3
5604,5605,19,3,19,3,-1.9,1,-1.9,1,-3.37,1,-3.37,1
5605,5606,15,1,15,1,-0.12,7,-0.12,7,-1.28,7,-1.28,7
5606,5607,24,6,24,6,-0.81,3,-0.81,3,-2.85,2,-2.85,2
5607,5608,20,3,20,3,0.94,10,0.94,10,0.12,10,0.12,10
5608,5609,29,8,29,8,-0.22,6,-0.22,6,-1.63,6,-1.63,6
5609,5610,14,1,14,1,-1.58,1,-1.58,1,-3.05,1,-3.05,1
5610,5611,21,4,21,4,-0.48,5,-0.48,5,-2.16,4,-2.16,4
5611,5612,21,4,21,4,-0.47,5,-0.47,5,-1.8,5,-1.8,5
5612,5613,17,2,17,2,-1.14,2,-1.14,2,-2.59,2,-2.59,2
5613,5614,26,7,26,7,0.13,8,0.13,8,-1.43,7,-1.43,7
5614,5615,11,1,11,1,-2.25,1,-2.25,1,-3.79,1,-3.79,1
5615,5616,12,1,12,1,-2.02,1,-2.02,1,-3.62,1,-3.62,1
5616,5617,18,3,18,3,-1.93,1,-1.93,1,-3.31,1,-3.31,1
5618,5619,13,1,13,1,0.68,10,0.68,10,-1.13,8,-1.13,8
5619,5620,23,5,23,5,0.41,9,0.41,9,-1.12,8,-1.12,8
5620,5621,25,6,25,6,-0.57,4,-0.57,4,-2.92,2,-2.92,2
5621,5622,30,8,30,8,-0.81,3,-0.81,3,-2.07,4,-2.07,4
5622,5623,28,8,28,8,-0.13,6,-0.13,6,-1.18,8,-1.18,8
5623,5624,21,4,21,4,-1.02,4,-1.02,4,-2.29,3,-2.29,3
5624,5625,17,2,17,2,-1.94,1,-1.94,1,-2.89,2,-2.89,2
5625,5626,26,7,26,7,0.83,10,0.83,10,-1.09,8,-1.09,8
5626,5627,26,7,26,7,0.09,8,0.09,8,-1.65,6,-1.65,6
5627,5628,13,1,13,1,-1.65,1,-1.65,1,-3.17,1,-3.17,1
5630,5631,17,2,17,2,0.39,9,0.39,9,-2.16,4,-2.16,4
5631,5632,14,1,14,1,-0.96,4,-0.96,4,-3.14,1,-3.14,1
5632,5633,15,1,15,1,-1.19,2,-1.19,2,-2.94,2,-2.94,2
5633,5634,13,1,13,1,-1.83,1,-1.83,1,-3.24,1,-3.24,1
5634,5635,12,1,12,1,-2.56,1,-2.56,1,-3.88,1,-3.88,1
5635,5636,17,2,17,2,0.0,7,0.0,7,-2.16,4,-2.16,4
5636,5637,12,1,12,1,-2.79,1,-2.79,1,-4.37,1,-4.37,1
5637,5638,14,1,14,1,-1.72,1,-1.72,1,-3.18,1,-3.18,1
5638,5639,17,2,17,2,-1.51,1,-1.51,1,-2.67,2,-2.67,2
5639,5640,11,1,11,1,-0.81,3,-0.81,3,-1.66,6,-1.66,6
5640,5641,21,4,21,4,-0.43,5,-0.43,5,-2.78,2,-2.78,2
5641,5642,16,2,16,2,0.56,9,0.56,9,-1.16,8,-1.16,8
5642,5643,14,1,14,1,-1.47,1,-1.47,1,-3.07,1,-3.07,1
5643,5644,13,1,13,1,-2.1,1,-2.1,1,-3.59,1,-3.59,1
5644,5645,15,1,15,1,-1.5,2,-1.5,2,-2.82,2,-2.82,2
5645,5646,23,5,23,5,-0.29,6,-0.29,6,-1.27,7,-1.27,7
5646,5647,13,1,13,1,-2.17,1,-2.17,1,-3.67,1,-3.67,1
5647,5648,22,5,22,5,-0.23,6,-0.23,6,-1.52,6,-1.52,6
5648,5649,18,3,18,3,-1.14,3,-1.14,3,-2.58,2,-2.58,2
5649,5650,13,1,13,1,-0.59,4,-0.59,4,-2.1,4,-2.1,4
5650,5651,27,7,27,7,-0.4,5,-0.4,5,-2.41,3,-2.41,3
5651,5652,14,1,14,1,-1.41,2,-1.41,2,-3.31,1,-3.31,1
5652,5653,24,6,24,6,-1.29,2,-1.29,2,-2.94,2,-2.94,2
5653,5654,20,3,20,3,-0.43,5,-0.43,5,-1.96,5,-1.96,5
5654,5655,13,1,13,1,-1.04,3,-0.69,5,-2.31,3,-1.99,4
5655,5656,31,9,31,9,0.24,8,0.24,8,-0.7,9,-0.7,9
5656,5657,27,7,27,7,0.58,9,0.58,9,-0.73,9,-0.73,9
5657,5658,14,1,14,1,-0.17,6,-0.17,6,-1.26,7,-1.26,7
5658,5659,22,5,22,5,-0.63,5,-0.63,5,-2.67,2,-2.67,2
5659,5660,16,2,16,2,-0.33,5,-0.33,5,-2.37,3,-2.37,3
5660,5661,36,10,36,10,0.73,10,0.73,10,-1.16,8,-1.16,8
5661,5662,16,2,16,2,-1.36,2,-1.36,2,-2.33,3,-2.33,3
5662,5663,22,5,22,5,-1.26,2,-1.26,2,-2.99,1,-2.99,1
5663,5664,22,5,22,5,-1.32,2,-1.32,2,-3.11,1,-3.11,1
5664,5665,23,6,23,6,-1.21,3,-1.21,3,-3.36,1,-3.36,1
5665,5666,20,3,20,3,-0.6,4,-0.6,4,-2.71,2,-2.71,2
5666,5667,24,6,24,6,-0.2,6,-0.13,6,-1.65,6,-1.64,6
5667,5668,30,8,30,8,0.08,7,0.08,7,-1.06,8,-1.06,8
5668,5669,16,2,16,2,0.13,8,0.13,8,-2.62,2,-2.62,2
5669,5670,13,1,13,1,0.14,8,0.14,8,-1.15,8,-1.15,8
5670,5671,15,1,15,1,-0.27,6,-0.27,6,-2.56,2,-2.56,2
5671,5672,12,1,12,1,-1.63,1,-1.63,1,-3.08,1,-3.08,1
5672,5673,24,6,24,6,-0.27,6,-0.27,6,-2.85,2,-2.85,2
5673,5674,15,1,15,1,-0.98,4,-0.98,4,-2.17,4,-2.17,4
5674,5675,15,1,15,1,-0.87,3,-0.87,3,-2.78,2,-2.78,2
5675,5676,21,4,21,4,-0.18,7,-0.18,7,-1.91,5,-1.91,5
5676,5677,23,5,23,5,-0.74,4,-0.74,4,-3.11,1,-3.11,1
5677,5678,32,9,32,9,0.55,9,0.55,9,-0.47,10,-0.47,10
5678,5679,18,3,18,3,0.35,9,0.35,9,-0.73,9,-0.73,9
5679,5680,19,3,19,3,-0.34,5,-0.34,5,-2.12,4,-2.12,4
5680,5681,28,8,28,8,0.17,8,0.32,9,-2.48,3,-2.48,3
5681,5682,14,1,14,1,-0.86,3,-0.86,3,-2.13,4,-2.13,4
5682,5683,13,1,13,1,-1.79,1,-1.79,1,-3.23,1,-3.23,1
5683,5684,13,1,13,1,-0.84,3,-0.84,3,-2.26,3,-2.26,3
5684,5685,21,4,21,4,-0.51,5,-0.51,5,-2.94,2,-2.94,2
5685,5686,11,1,11,1,-1.95,1,-1.95,1,-3.63,1,-3.63,1
5686,5687,17,2,17,2,0.3,8,0.3,8,-2.23,4,-2.23,4
5687,5688,24,6,24,6,0.28,8,0.28,8,-1.8,5,-1.8,5
5688,5689,14,1,14,1,-0.7,4,-0.7,4,-1.93,5,-1.93,5
5689,5690,24,6,24,6,0.05,7,0.05,7,-1.38,7,-1.38,7
5690,5691,21,4,21,4,-0.94,3,-0.94,3,-2.23,4,-2.23,4
5691,5692,20,3,20,3,-1.89,1,-1.89,1,-3.36,1,-3.36,1
5692,5693,24,6,24,6,0.03,7,0.03,7,-1.88,5,-1.88,5
5693,5694,16,2,16,2,-1.57,1,-1.57,1,-3.65,1,-3.65,1
5694,5695,12,1,12,1,-2.87,1,-2.87,1,-4.24,1,-4.24,1
5695,5696,28,8,28,8,-0.4,5,-0.4,5,-1.88,5,-1.88,5
5696,5697,15,1,15,1,-1.12,3,-1.12,3,-2.04,4,-2.04,4
5697,5698,17,2,17,2,-1.5,1,-1.5,1,-2.97,1,-2.97,1
5698,5699,16,2,16,2,-1.76,1,-1.76,1,-3.28,1,-3.28,1
5699,5700,11,1,11,1,-1.1,3,-1.1,3,-2.45,3,-2.45,3
5700,5701,11,1,11,1,-0.73,4,-0.73,4,-1.64,6,-1.64,6
5701,5702,22,5,22,5,-0.14,7,-0.14,7,-1.99,4,-1.99,4
5702,5703,17,2,17,2,-1.8,1,-1.8,1,-3.23,1,-3.23,1
5703,5704,16,2,16,2,-1.09,2,-1.09,2,-3.08,1,-3.08,1
5704,5705,13,1,13,1,-1.55,1,-1.55,1,-2.91,2,-2.91,2
5705,5706,16,2,16,2,-2.25,1,-2.25,1,-3.79,1,-3.79,1
5706,5707,26,7,26,7,-0.68,4,-0.68,4,-2.03,4,-2.03,4
5707,5708,15,1,15,1,-1.04,2,-1.04,2,-2.6,2,-2.6,2
5708,5709,16,2,16,2,-1.05,2,-1.05,2,-2.42,3,-2.42,3
5709,5710,16,2,16,2,-1.41,1,-1.41,1,-3.14,1,-3.14,1
5710,5711,37,10,37,10,0.33,9,0.33,9,-3.26,1,-3.26,1
5711,5712,19,3,19,3,0.25,8,0.25,8,-1.52,6,-1.52,6
5712,5713,14,1,14,1,-1.08,2,-1.08,2,-2.3,3,-2.3,3
5713,5714,20,3,20,3,-0.64,4,-0.64,4,-2.92,2,-2.92,2
5714,5715,19,3,19,3,-0.87,3,-0.87,3,-2.01,4,-2.01,4
5715,5716,13,1,13,1,-1.42,1,-1.42,1,-2.74,2,-2.74,2
5716,5717,15,1,15,1,-1.4,1,-1.4,1,-2.82,2,-2.82,2
5717,5718,11,1,11,1,-0.69,4,-0.69,4,-1.6,6,-1.6,6
5718,5719,14,1,14,1,0.01,7,0.01,7,-0.85,9,-0.85,9
5720,5721,17,2,17,2,0.97,10,0.97,10,-0.42,10,-0.42,10
5721,5722,15,1,15,1,-0.69,4,-0.69,4,-2.81,2,-2.81,2
5722,5723,17,2,17,2,-0.2,6,-0.2,6,-1.56,6,-1.56,6
5723,5724,28,8,28,8,-0.6,4,-0.6,4,-2.52,3,-2.52,3
5724,5725,11,1,13,1,-0.87,3,0.04,7,-1.57,6,-1.4,7
5725,5726,19,3,20,4,-1.74,1,-1.73,1,-3.73,1,-3.57,1
5726,5727,23,5,23,5,-0.36,5,-0.36,5,-2.41,3,-2.41,3
5727,5728,11,1,11,1,-1.65,2,-1.65,2,-2.98,1,-2.98,1
5728,5729,16,2,16,2,0.01,7,0.01,7,-1.68,6,-1.68,6
5729,5730,28,8,28,8,0.57,10,0.57,10,-2.44,3,-2.44,3
5730,5731,18,3,18,3,-0.15,6,-0.15,6,-2.38,3,-2.38,3
5731,5732,23,6,23,6,-0.42,6,-0.42,6,-2.29,3,-2.29,3
5732,5733,13,1,13,1,-0.95,3,-0.95,3,-2.0,4,-2.0,4
5734,5735,11,1,11,1,-2.0,1,-2.0,1,-3.54,1,-3.54,1
5735,5736,13,1,13,1,-1.97,1,-1.97,1,-3.55,1,-3.55,1
5736,5737,19,3,19,3,-0.84,3,-0.84,3,-2.13,4,-2.13,4
5737,5738,16,2,16,2,-0.91,3,-0.91,3,-2.82,2,-2.82,2
5738,5739,15,1,15,1,-1.44,2,-1.44,2,-3.03,1,-3.03,1
5739,5740,18,3,18,3,-0.07,7,-0.07,7,-2.25,3,-2.25,3
5740,5741,15,1,15,1,-1.1,2,-1.1,2,-2.54,3,-2.54,3
5741,5742,18,3,18,3,-1.35,2,-1.35,2,-2.45,3,-2.45,3
5742,5743,11,1,11,1,-1.67,1,-1.67,1,-3.74,1,-3.74,1
5743,5744,19,3,19,3,-2.35,1,-2.35,1,-3.87,1,-3.87,1
5744,5745,14,1,14,1,-0.81,3,-0.81,3,-2.58,2,-2.58,2
5745,5746,15,1,15,1,-1.45,1,-1.45,1,-2.82,2,-2.82,2
5746,5747,11,1,11,1,-2.42,1,-2.42,1,-3.99,1,-3.99,1
5747,5748,12,1,12,1,-0.18,6,-0.18,6,-1.96,5,-1.96,5
5748,5749,14,1,14,1,-0.76,3,-0.76,3,-2.69,2,-2.69,2
5749,5750,23,5,29,8,-0.28,6,-0.25,6,-2.83,2,-2.73,2
5751,5752,11,1,11,1,-0.77,3,-0.77,3,-1.49,7,-1.49,7
5752,5753,22,5,22,5,-0.66,4,-0.66,4,-1.89,5,-1.89,5
5753,5754,15,1,15,1,-0.67,4,-0.67,4,-3.05,1,-3.05,1
5754,5755,15,1,15,1,-2.09,1,-2.09,1,-3.92,1,-3.92,1
5755,5756,17,2,17,2,-0.31,6,-0.31,6,-2.85,2,-2.85,2
5756,5757,11,1,11,1,-1.21,2,-1.21,2,-2.51,3,-2.51,3
5757,5758,31,9,31,9,-0.23,7,-0.23,7,-2.19,4,-2.19,4
5758,5759,18,3,18,3,0.13,8,0.13,8,-1.03,8,-1.03,8
5759,5760,17,2,17,2,-2.09,1,-2.09,1,-3.53,1,-3.53,1
5760,5761,23,5,23,5,-0.9,3,-0.9,3,-2.62,2,-2.62,2
5761,5762,11,1,11,1,-1.79,1,-1.79,1,-3.21,1,-3.21,1
5762,5763,13,1,13,1,-1.37,2,-1.37,2,-2.84,2,-2.84,2
5763,5764,11,1,11,1,-1.78,1,-1.78,1,-3.34,1,-3.34,1
5764,5765,24,6,24,6,0.45,9,0.45,9,-2.22,4,-2.22,4
5765,5766,27,8,27,8,0.24,9,0.24,9,-2.48,3,-2.48,3
5767,5768,18,3,18,3,-0.35,5,-0.35,5,-3.74,1,-3.74,1
5768,5769,16,2,16,2,-1.68,1,-1.68,1,-3.13,1,-3.13,1
5769,5770,22,5,22,5,-1.29,3,-1.29,3,-3.21,1,-3.21,1
5770,5771,14,1,14,1,-0.11,7,-0.11,7,-1.07,8,-1.07,8
5771,5772,19,3,19,3,0.08,7,0.08,7,-2.67,2,-2.67,2
5772,5773,13,1,13,1,-0.7,4,-0.7,4,-2.29,3,-2.29,3
5773,5774,22,5,22,5,-1.52,1,-1.52,1,-3.42,1,-3.42,1
5774,5775,29,8,29,8,0.66,10,0.66,10,-0.99,9,-0.99,9
5775,5776,13,1,13,1,-1.0,3,-1.0,3,-2.37,3,-2.37,3
5776,5777,16,2,16,2,-1.7,1,-1.7,1,-2.77,2,-2.77,2
5777,5778,18,3,18,3,0.08,8,0.08,8,-1.8,5,-1.8,5
5778,5779,21,4,21,4,-0.5,6,-0.5,6,-2.41,3,-2.41,3
5779,5780,12,1,12,1,-0.91,4,-0.91,4,-2.32,3,-2.32,3
5780,5781,18,3,18,3,-0.94,4,-0.94,4,-2.73,2,-2.73,2
5781,5782,20,4,20,4,-0.94,4,-0.94,4,-2.68,2,-2.68,2
5782,5783,16,2,16,2,-1.08,2,-1.08,2,-2.62,2,-2.62,2
5783,5784,15,1,15,1,-0.51,5,-0.51,5,-2.41,3,-2.41,3
5784,5785,11,1,11,1,-1.74,1,-1.74,1,-3.12,1,-3.12,1
5785,5786,14,1,14,1,-0.07,8,-0.07,8,-1.8,5,-1.8,5
5786,5787,12,1,12,1,-2.08,1,-2.08,1,-3.63,1,-3.63,1
5787,5788,15,1,15,1,-1.77,1,-1.77,1,-3.2,1,-3.2,1
5788,5789,12,1,12,1,-2.57,1,-2.57,1,-4.11,1,-4.11,1
5790,5791,13,1,13,1,-0.04,7,-0.04,7,-1.63,6,-1.63,6
5791,5792,26,7,26,7,-0.59,4,-0.59,4,-3.07,1,-3.07,1
5792,5793,14,1,14,1,-1.12,3,-1.12,3,-2.66,2,-2.66,2
5793,5794,16,2,16,2,-1.93,1,-1.93,1,-3.31,1,-3.31,1
5794,5795,16,2,16,2,-1.22,3,-1.22,3,-2.4,3,-2.4,3
5795,5796,29,8,29,8,-0.68,4,-0.68,4,-2.9,2,-2.9,2
5796,5797,26,7,26,7,-0.22,6,-0.22,6,-1.46,7,-1.46,7
5797,5798,39,10,39,10,0.3,8,0.3,8,-1.57,6,-1.57,6
5798,5799,16,2,21,4,-0.15,6,-0.12,7,-1.19,8,-0.71,9
5799,5800,24,6,24,6,-0.85,3,-0.85,3,-2.74,2,-2.74,2
5800,5801,29,8,29,8,-0.75,3,-0.75,3,-2.58,2,-2.58,2
5801,5802,18,3,18,3,-0.16,6,-0.16,6,-2.0,4,-2.0,4
5802,5803,30,8,30,8,0.37,9,0.37,9,-2.16,4,-2.16,4
5803,5804,22,5,22,5,0.18,8,0.18,8,-1.01,8,-1.01,8
5804,5805,11,1,11,1,-2.4,1,-2.4,1,-3.98,1,-3.98,1
5805,5806,13,1,27,7,-1.1,2,-0.71,4,-2.95,1,-2.87,2
5806,5807,24,6,24,6,-1.01,4,-1.01,4,-3.19,1,-3.19,1
5807,5808,21,4,21,4,-0.11,7,-0.11,7,-1.95,5,-1.95,5
5808,5809,21,4,21,4,-0.03,7,-0.03,7,-2.94,2,-2.94,2
5809,5810,21,4,21,4,-0.33,5,-0.33,5,-3.39,1,-3.39,1
5810,5811,13,1,13,1,-0.11,7,-0.11,7,-1.74,5,-1.74,5
5811,5812,19,3,19,3,-0.58,4,-0.58,4,-3.04,1,-3.04,1
5812,5813,18,3,18,3,-1.97,1,-1.97,1,-3.59,1,-3.59,1
5813,5814,39,10,39,10,0.23,8,0.23,8,-0.61,10,-0.61,10
5814,5815,18,3,18,3,-1.96,1,-1.96,1,-3.47,1,-3.47,1
5815,5816,15,1,15,1,-0.11,7,-0.11,7,-2.28,3,-2.28,3
5816,5817,18,3,18,3,-0.39,5,-0.39,5,-2.31,3,-2.31,3
5817,5818,17,2,17,2,-0.38,5,-0.38,5,-1.3,7,-1.3,7
5818,5819,14,1,14,1,-1.35,2,-1.35,2,-2.63,2,-2.63,2
5819,5820,12,1,12,1,-0.09,7,-0.09,7,-1.44,7,-1.44,7
5820,5821,20,3,20,3,-0.43,5,-0.43,5,-1.98,4,-1.98,4
5821,5822,11,1,11,1,-1.91,1,-1.91,1,-3.4,1,-3.4,1
5822,5823,11,1,11,1,-1.57,2,-1.57,2,-3.17,1,-3.17,1
5823,5824,13,1,13,1,-1.64,2,-1.64,2,-2.94,2,-2.94,2
5824,5825,15,1,15,1,0.49,9,0.49,9,-1.74,5,-1.74,5
5825,5826,14,1,14,1,-2.22,1,-2.22,1,-3.75,1,-3.75,1
5826,5827,13,1,13,1,-0.6,4,-0.6,4,-2.2,4,-2.2,4
5827,5828,34,10,34,10,0.1,8,0.1,8,-1.64,6,-1.64,6
5828,5829,11,1,11,1,-1.21,2,-1.21,2,-2.6,2,-2.6,2
5829,5830,11,1,11,1,-0.62,4,-0.62,4,-2.05,4,-2.05,4
5830,5831,13,1,13,1,-1.02,2,-1.02,2,-2.13,4,-2.13,4
5831,5832,19,3,19,3,-2.0,1,-2.0,1,-3.58,1,-3.58,1
5832,5833,15,1,15,1,-1.98,1,-1.98,1,-3.55,1,-3.55,1
5833,5834,20,3,20,3,-1.63,1,-1.63,1,-3.67,1,-3.67,1
5834,5835,16,2,16,2,-0.58,4,-0.58,4,-2.49,3,-2.49,3
5835,5836,14,1,14,1,-0.68,4,-0.68,4,-1.74,5,-1.74,5
5836,5837,14,1,14,1,-1.64,2,-1.64,2,-3.07,1,-3.07,1
5837,5838,13,1,13,1,-1.84,1,-1.84,1,-3.23,1,-3.23,1
5838,5839,19,3,19,3,-0.58,4,-0.58,4,-1.99,4,-1.99,4
5839,5840,17,2,17,2,-0.27,6,-0.27,6,-1.32,7,-1.32,7
5841,5842,24,6,24,6,0.85,10,0.85,10,-1.02,8,-1.02,8
5842,5843,13,1,13,1,-1.74,1,-1.74,1,-3.25,1,-3.25,1
5843,5844,16,2,16,2,-0.32,5,-0.32,5,-1.73,6,-1.73,6
5845,5846,20,3,20,3,-1.16,2,-1.16,2,-2.62,2,-2.62,2
5846,5847,16,2,16,2,-0.38,5,-0.38,5,-1.8,5,-1.8,5
5848,5849,13,1,13,1,-0.23,6,-0.23,6,-2.55,3,-2.55,3
5849,5850,17,2,17,2,-1.18,3,-1.18,3,-2.33,3,-2.33,3
5850,5851,18,3,18,3,-0.21,6,-0.21,6,-1.72,6,-1.72,6
5851,5852,12,1,12,1,-2.14,1,-2.14,1,-3.96,1,-3.96,1
5852,5853,17,2,18,3,-0.59,4,-0.47,5,-2.06,4,-1.99,4
5853,5854,13,1,13,1,-0.98,3,-0.98,3,-2.35,3,-2.35,3
5854,5855,13,1,13,1,0.53,9,0.53,9,-0.5,10,-0.5,10
5855,5856,19,3,19,3,0.49,9,0.49,9,-1.36,7,-1.36,7
5856,5857,16,2,16,2,-0.06,7,-0.06,7,-1.49,7,-1.49,7
5857,5858,13,1,13,1,-1.21,2,-1.21,2,-2.58,2,-2.58,2
5858,5859,21,4,21,4,-1.51,1,-1.51,1,-3.28,1,-3.28,1
5859,5860,14,1,14,1,-1.86,1,-1.86,1,-3.76,1,-3.76,1
5860,5861,18,3,18,3,-0.14,7,-0.14,7,-1.98,4,-1.98,4
5861,5862,34,10,34,10,0.15,8,0.15,8,-2.18,4,-2.18,4
5862,5863,14,1,14,1,-1.61,1,-1.61,1,-3.09,1,-3.09,1
5863,5864,14,1,14,1,-0.37,5,-0.37,5,-2.36,3,-2.36,3
5864,5865,21,4,21,4,-0.4,5,-0.4,5,-2.07,4,-2.07,4
5865,5866,11,1,11,1,-1.08,2,-1.08,2,-2.14,4,-2.14,4
5866,5867,18,3,25,6,-1.65,1,-1.37,2,-3.02,1,-2.58,2
5867,5868,28,8,28,8,0.32,9,0.32,9,-2.24,3,-2.24,3
5868,5869,16,2,16,2,-0.26,6,-0.26,6,-1.22,8,-1.22,8
5869,5870,14,1,14,1,-1.58,1,-1.58,1,-3.15,1,-3.15,1
5870,5871,22,5,22,5,-1.19,2,-1.19,2,-3.26,1,-3.26,1
5871,5872,15,1,15,1,-0.57,4,-0.57,4,-2.83,2,-2.83,2
5872,5873,25,6,25,6,0.1,8,0.1,8,-2.07,4,-2.07,4
5873,5874,21,4,21,4,-1.69,1,-1.69,1,-3.27,1,-3.27,1
5874,5875,15,1,15,1,-0.74,4,-0.74,4,-1.86,5,-1.86,5
5876,5877,26,7,26,7,0.34,9,0.34,9,-1.14,8,-1.14,8
5877,5878,15,1,15,1,-0.14,7,-0.14,7,-2.07,4,-2.07,4
5878,5879,14,1,14,1,-0.89,4,-0.89,4,-3.16,1,-3.16,1
5879,5880,12,1,12,1,-1.27,2,-1.27,2,-2.41,3,-2.41,3
5880,5881,13,1,13,1,-0.38,5,-0.38,5,-2.28,3,-2.28,3
5881,5882,24,6,24,6,-1.14,2,-1.14,2,-3.6,1,-3.6,1
5882,5883,28,8,28,8,-0.33,7,-0.33,7,-1.98,4,-1.98,4
5884,5885,27,7,27,7,-0.87,3,-0.87,3,-3.42,1,-3.42,1
5885,5886,14,1,14,1,-1.97,1,-1.97,1,-3.46,1,-3.46,1
5886,5887,15,1,15,1,0.03,7,0.03,7,-2.09,4,-2.09,4
5887,5888,14,1,14,1,-1.09,2,-1.09,2,-2.68,2,-2.68,2
5888,5889,16,2,16,2,-2.2,1,-2.2,1,-3.09,1,-3.09,1
5889,5890,12,1,12,1,-1.35,2,-1.35,2,-2.66,2,-2.66,2
5890,5891,15,1,15,1,-2.15,1,-2.15,1,-3.63,1,-3.63,1
5891,5892,13,1,13,1,-0.73,5,-0.73,5,-1.64,6,-1.64,6
5892,5893,22,5,22,5,0.09,8,0.09,8,-1.8,5,-1.8,5
5893,5894,16,2,16,2,-1.63,1,-1.63,1,-3.52,1,-3.52,1
5894,5895,11,1,11,1,-0.67,4,-0.67,4,-2.24,3,-2.24,3
5895,5896,16,2,16,2,-1.17,2,-1.17,2,-2.09,4,-2.09,4
5896,5897,17,2,17,2,-1.01,2,-1.01,2,-3.1,1,-3.1,1
5897,5898,18,3,18,3,-1.01,2,-1.01,2,-2.16,4,-2.16,4
5898,5899,13,1,13,1,-1.5,1,-1.5,1,-3.21,1,-3.21,1
5899,5900,14,1,14,1,-0.49,5,-0.49,5,-3.05,1,-3.05,1
5900,5901,20,3,20,3,-0.08,7,-0.08,7,-1.23,8,-1.23,8
5901,5902,19,3,19,3,0.12,8,0.12,8,-0.88,9,-0.88,9
5902,5903,18,3,18,3,-0.55,6,-0.55,6,-2.15,4,-2.15,4
5903,5904,19,3,19,3,0.23,8,0.23,8,-2.02,4,-2.02,4
5904,5905,26,7,26,7,-0.86,3,-0.86,3,-2.69,2,-2.69,2
5905,5906,14,1,14,1,-0.54,6,-0.54,6,-2.22,4,-2.22,4
5906,5907,18,3,18,3,0.32,9,0.32,9,-2.55,3,-2.55,3
5907,5908,13,1,13,1,-1.31,2,-1.31,2,-2.37,3,-2.37,3
5908,5909,24,6,24,6,-0.52,4,-0.52,4,-2.07,4,-2.07,4
5909,5910,25,6,25,6,-0.31,6,-0.31,6,-3.48,1,-3.48,1
5910,5911,24,6,24,6,-0.24,6,-0.24,6,-2.25,3,-2.25,3
5911,5912,19,3,19,3,-1.86,1,-1.86,1,-3.42,1,-3.42,1
5912,5913,17,2,17,2,-1.06,2,-1.06,2,-2.56,2,-2.56,2
5913,5914,12,1,12,1,-0.84,3,-0.84,3,-2.2,4,-2.2,4
5914,5915,14,1,14,1,0.32,9,0.32,9,-1.76,5,-1.76,5
5915,5916,26,7,26,7,0.37,9,0.37,9,-2.1,4,-2.1,4
