Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2017,11-Edinburg,18-64 with Disability,Hispanic,Unknown,29,11,0.3793
2017,11-Edinburg,18-64 with Disability,Native American,Female,1,0,0
2017,11-Edinburg,18-64 with Disability,Other,Female,186,34,0.1828
2017,11-Edinburg,18-64 with Disability,Other,Male,148,28,0.1892
2017,11-Edinburg,18-64 with Disability,Other,Unknown,15,2,0.1333
2017,11-Edinburg,65 and Older,African American,Female,40,5,0.125
2017,11-Edinburg,65 and Older,African American,Male,26,5,0.1923
2017,11-Edinburg,65 and Older,African American,Unknown,1,0,0
2017,11-Edinburg,65 and Older,Anglo,Female,587,103,0.1755
2017,11-Edinburg,65 and Older,Anglo,Male,520,70,0.1346
2017,11-Edinburg,65 and Older,Anglo,Unknown,20,4,0.2
2017,11-Edinburg,65 and Older,Asian,Female,11,1,0.0909
2017,11-Edinburg,65 and Older,Asian,Male,1,0,0
2017,11-Edinburg,65 and Older,Hispanic,Female,2002,322,0.1608
2017,11-Edinburg,65 and Older,Hispanic,Male,1306,190,0.1455
2017,11-Edinburg,65 and Older,Hispanic,Unknown,58,13,0.2241
2017,11-Edinburg,65 and Older,Native American,Female,2,1,0.5
2017,11-Edinburg,65 and Older,Native American,Male,1,0,0
2017,11-Edinburg,65 and Older,Other,Female,327,46,0.1407
2017,11-Edinburg,65 and Older,Other,Male,205,25,0.122
2017,11-Edinburg,65 and Older,Other,Unknown,37,1,0.027
2017,11-Edinburg,Under 18,Hispanic,Female,1,0,0
2017,11-Edinburg,Under 18,Hispanic,Male,2,0,0
2017,Out of State,18-64 with Disability,African American,Female,3,2,0.6667
2017,Out of State,18-64 with Disability,African American,Male,1,0,0
2017,Out of State,18-64 with Disability,Anglo,Female,5,1,0.2
2017,Out of State,18-64 with Disability,Anglo,Male,5,0,0
2017,Out of State,18-64 with Disability,Hispanic,Female,1,1,1
2017,Out of State,18-64 with Disability,Hispanic,Male,3,0,0
2017,Out of State,18-64 with Disability,Native American,Male,1,0,0
2017,Out of State,18-64 with Disability,Other,Male,2,0,0
2017,Out of State,65 and Older,African American,Female,2,0,0
2017,Out of State,65 and Older,African American,Male,1,0,0
2017,Out of State,65 and Older,Anglo,Female,12,1,0.0833
2017,Out of State,65 and Older,Anglo,Male,10,3,0.3
2017,Out of State,65 and Older,Hispanic,Female,2,0,0
2017,Out of State,65 and Older,Hispanic,Male,1,1,1
2017,Out of State,65 and Older,Other,Male,1,0,0
2017,Out of State,65 and Older,Other,Unknown,1,0,0
2017,None Specified,18-64 with Disability,African American,Male,1,0,0
2017,None Specified,65 and Older,Anglo,Female,1,0,0
2017,None Specified,65 and Older,Other,Female,1,0,0
2016,1-Lubbock,18-64 with Disability,African American,Female,266,71,0.2669
2016,1-Lubbock,18-64 with Disability,African American,Male,175,39,0.2229
2016,1-Lubbock,18-64 with Disability,Anglo,Female,555,127,0.2288
2016,1-Lubbock,18-64 with Disability,Anglo,Male,457,92,0.2013
2016,1-Lubbock,18-64 with Disability,Anglo,Unknown,1,0,0
2016,1-Lubbock,18-64 with Disability,Asian,Female,4,2,0.5
2016,1-Lubbock,18-64 with Disability,Asian,Male,1,0,0
2016,1-Lubbock,18-64 with Disability,Hispanic,Female,327,64,0.1957
2016,1-Lubbock,18-64 with Disability,Hispanic,Male,260,39,0.15
2016,1-Lubbock,18-64 with Disability,Native American,Female,8,2,0.25
2016,1-Lubbock,18-64 with Disability,Native American,Male,3,1,0.3333
2016,1-Lubbock,18-64 with Disability,Other,Female,76,13,0.1711
2016,1-Lubbock,18-64 with Disability,Other,Male,53,6,0.1132
2016,1-Lubbock,18-64 with Disability,Other,Unknown,1,0,0
2016,1-Lubbock,65 and Older,African American,Female,197,51,0.2589
2016,1-Lubbock,65 and Older,African American,Male,112,23,0.2054
2016,1-Lubbock,65 and Older,Anglo,Female,869,166,0.191
2016,1-Lubbock,65 and Older,Anglo,Male,528,93,0.1761
2016,1-Lubbock,65 and Older,Anglo,Unknown,5,1,0.2
2016,1-Lubbock,65 and Older,Asian,Female,3,2,0.6667
2016,1-Lubbock,65 and Older,Asian,Male,5,0,0
2016,1-Lubbock,65 and Older,Hispanic,Female,469,102,0.2175
2016,1-Lubbock,65 and Older,Hispanic,Male,297,56,0.1886
2016,1-Lubbock,65 and Older,Native American,Female,1,0,0
2016,1-Lubbock,65 and Older,Native American,Male,2,0,0
2016,1-Lubbock,65 and Older,Other,Female,108,12,0.1111
2016,1-Lubbock,65 and Older,Other,Male,74,9,0.1216
2016,1-Lubbock,65 and Older,Other,Unknown,2,1,0.5
2016,2-Abilene,18-64 with Disability,African American,Female,167,42,0.2515
2016,2-Abilene,18-64 with Disability,African American,Male,137,22,0.1606
2016,2-Abilene,18-64 with Disability,Anglo,Female,774,149,0.1925
2016,2-Abilene,18-64 with Disability,Anglo,Male,560,99,0.1768
2016,2-Abilene,18-64 with Disability,Anglo,Unknown,1,0,0
2016,2-Abilene,18-64 with Disability,Asian,Female,1,0,0
2016,2-Abilene,18-64 with Disability,Asian,Male,1,0,0
2016,2-Abilene,18-64 with Disability,Hispanic,Female,133,27,0.203
2016,2-Abilene,18-64 with Disability,Hispanic,Male,134,23,0.1716
2016,2-Abilene,18-64 with Disability,Native American,Female,3,1,0.3333
2016,2-Abilene,18-64 with Disability,Native American,Male,3,1,0.3333
2016,2-Abilene,18-64 with Disability,Other,Female,48,4,0.0833
2016,2-Abilene,18-64 with Disability,Other,Male,47,6,0.1277
2016,2-Abilene,65 and Older,African American,Female,123,28,0.2276
2016,2-Abilene,65 and Older,African American,Male,81,17,0.2099
2016,2-Abilene,65 and Older,Anglo,Female,1098,215,0.1958
2016,2-Abilene,65 and Older,Anglo,Male,704,139,0.1974
2016,2-Abilene,65 and Older,Anglo,Unknown,6,2,0.3333
2016,2-Abilene,65 and Older,Asian,Female,8,0,0
2016,2-Abilene,65 and Older,Asian,Male,2,0,0
2016,2-Abilene,65 and Older,Hispanic,Female,160,30,0.1875
2016,2-Abilene,65 and Older,Hispanic,Male,140,21,0.15
2016,2-Abilene,65 and Older,Native American,Female,4,2,0.5
2016,2-Abilene,65 and Older,Native American,Male,3,1,0.3333
2016,2-Abilene,65 and Older,Other,Female,101,7,0.0693
2016,2-Abilene,65 and Older,Other,Male,69,6,0.087
2016,2-Abilene,65 and Older,Other,Unknown,2,0,0
2016,2-Abilene,Under 18,Anglo,Female,2,0,0
2016,2-Abilene,Unknown,Other,Male,1,0,0
2016,3-Arlington,18-64 with Disability,African American,Female,1076,141,0.131
2016,3-Arlington,18-64 with Disability,African American,Male,833,114,0.1369
2016,3-Arlington,18-64 with Disability,African American,Unknown,3,0,0
2016,3-Arlington,18-64 with Disability,Anglo,Female,2148,292,0.1359
2016,3-Arlington,18-64 with Disability,Anglo,Male,1601,193,0.1205
2016,3-Arlington,18-64 with Disability,Anglo,Unknown,7,0,0
2016,3-Arlington,18-64 with Disability,Asian,Female,31,5,0.1613
2016,3-Arlington,18-64 with Disability,Asian,Male,32,1,0.0313
2016,3-Arlington,18-64 with Disability,Hispanic,Female,342,49,0.1433
2016,3-Arlington,18-64 with Disability,Hispanic,Male,292,34,0.1164
2016,3-Arlington,18-64 with Disability,Native American,Female,20,4,0.2
2016,3-Arlington,18-64 with Disability,Native American,Male,6,0,0
2016,3-Arlington,18-64 with Disability,Other,Female,341,24,0.0704
2016,3-Arlington,18-64 with Disability,Other,Male,273,26,0.0952
2016,3-Arlington,18-64 with Disability,Other,Unknown,6,0,0
2016,3-Arlington,65 and Older,African American,Female,1392,228,0.1638
2016,3-Arlington,65 and Older,African American,Male,749,127,0.1696
2016,3-Arlington,65 and Older,African American,Unknown,8,1,0.125
2016,3-Arlington,65 and Older,Anglo,Female,4175,731,0.1751
2016,3-Arlington,65 and Older,Anglo,Male,2402,417,0.1736
2016,3-Arlington,65 and Older,Anglo,Unknown,19,0,0
2016,3-Arlington,65 and Older,Asian,Female,82,8,0.0976
2016,3-Arlington,65 and Older,Asian,Male,45,2,0.0444
2016,3-Arlington,65 and Older,Hispanic,Female,534,80,0.1498
2016,3-Arlington,65 and Older,Hispanic,Male,292,39,0.1336
2016,3-Arlington,65 and Older,Hispanic,Unknown,3,0,0
2016,3-Arlington,65 and Older,Native American,Female,20,6,0.3
2016,3-Arlington,65 and Older,Native American,Male,15,4,0.2667
2016,3-Arlington,65 and Older,Other,Female,736,72,0.0978
2016,3-Arlington,65 and Older,Other,Male,392,34,0.0867
2016,3-Arlington,65 and Older,Other,Unknown,28,0,0
2016,3-Arlington,Under 18,African American,Male,1,0,0
2016,3-Arlington,Under 18,Anglo,Female,1,0,0
2016,3-Arlington,Under 18,Hispanic,Male,1,0,0
2016,3-Arlington,Unknown,Anglo,Female,2,2,1
2016,3-Arlington,Unknown,Anglo,Male,1,0,0
2016,3-Arlington,Unknown,Other,Female,1,0,0
2016,3-Arlington,Unknown,Other,Male,1,0,0
2016,4-Tyler,18-64 with Disability,African American,Female,294,43,0.1463
2016,4-Tyler,18-64 with Disability,African American,Male,247,33,0.1336
2016,4-Tyler,18-64 with Disability,Anglo,Female,755,108,0.143
2016,4-Tyler,18-64 with Disability,Anglo,Male,513,68,0.1326
2016,4-Tyler,18-64 with Disability,Anglo,Unknown,4,0,0
2016,4-Tyler,18-64 with Disability,Asian,Female,3,0,0
2016,4-Tyler,18-64 with Disability,Asian,Male,2,1,0.5
2016,4-Tyler,18-64 with Disability,Hispanic,Female,28,2,0.0714
2016,4-Tyler,18-64 with Disability,Hispanic,Male,36,4,0.1111
2016,4-Tyler,18-64 with Disability,Native American,Female,3,0,0
2016,4-Tyler,18-64 with Disability,Native American,Male,2,1,0.5
2016,4-Tyler,18-64 with Disability,Other,Female,60,6,0.1
2016,4-Tyler,18-64 with Disability,Other,Male,41,4,0.0976
2016,4-Tyler,65 and Older,African American,Female,358,55,0.1536
2016,4-Tyler,65 and Older,African American,Male,208,26,0.125
2016,4-Tyler,65 and Older,Anglo,Female,1206,207,0.1716
2016,4-Tyler,65 and Older,Anglo,Male,812,132,0.1626
2016,4-Tyler,65 and Older,Anglo,Unknown,3,0,0
2016,4-Tyler,65 and Older,Asian,Female,2,0,0
2016,4-Tyler,65 and Older,Asian,Male,2,0,0
2016,4-Tyler,65 and Older,Hispanic,Female,27,4,0.1481
2016,4-Tyler,65 and Older,Hispanic,Male,27,2,0.0741
2016,4-Tyler,65 and Older,Native American,Female,3,0,0
2016,4-Tyler,65 and Older,Native American,Male,3,2,0.6667
2016,4-Tyler,65 and Older,Other,Female,143,17,0.1189
2016,4-Tyler,65 and Older,Other,Male,87,8,0.092
2016,4-Tyler,65 and Older,Other,Unknown,1,0,0
2016,4-Tyler,Unknown,Anglo,Female,2,1,0.5
2016,4-Tyler,Unknown,Other,Female,1,0,0
2016,5-Beaumont,18-64 with Disability,African American,Female,308,48,0.1558
2016,5-Beaumont,18-64 with Disability,African American,Male,246,27,0.1098
2016,5-Beaumont,18-64 with Disability,African American,Unknown,2,0,0
2016,5-Beaumont,18-64 with Disability,Anglo,Female,516,71,0.1376
2016,5-Beaumont,18-64 with Disability,Anglo,Male,445,53,0.1191
2016,5-Beaumont,18-64 with Disability,Anglo,Unknown,1,0,0
2016,5-Beaumont,18-64 with Disability,Asian,Female,4,0,0
2016,5-Beaumont,18-64 with Disability,Asian,Male,2,0,0
2016,5-Beaumont,18-64 with Disability,Hispanic,Female,34,3,0.0882
2016,5-Beaumont,18-64 with Disability,Hispanic,Male,23,7,0.3043
2016,5-Beaumont,18-64 with Disability,Native American,Female,4,1,0.25
2016,5-Beaumont,18-64 with Disability,Native American,Male,3,1,0.3333
2016,5-Beaumont,18-64 with Disability,Other,Female,65,6,0.0923
2016,5-Beaumont,18-64 with Disability,Other,Male,68,5,0.0735
2016,5-Beaumont,18-64 with Disability,Other,Unknown,1,0,0
2016,5-Beaumont,65 and Older,African American,Female,333,75,0.2252
2016,5-Beaumont,65 and Older,African American,Male,212,32,0.1509
2016,5-Beaumont,65 and Older,African American,Unknown,2,1,0.5
2016,5-Beaumont,65 and Older,Anglo,Female,852,143,0.1678
2016,5-Beaumont,65 and Older,Anglo,Male,549,92,0.1676
2016,5-Beaumont,65 and Older,Anglo,Unknown,2,0,0
2016,5-Beaumont,65 and Older,Asian,Female,6,1,0.1667
2016,5-Beaumont,65 and Older,Hispanic,Female,36,7,0.1944
2016,5-Beaumont,65 and Older,Hispanic,Male,24,3,0.125
2016,5-Beaumont,65 and Older,Native American,Female,3,0,0
2016,5-Beaumont,65 and Older,Native American,Male,3,0,0
2016,5-Beaumont,65 and Older,Other,Female,129,13,0.1008
2016,5-Beaumont,65 and Older,Other,Male,96,7,0.0729
2016,5-Beaumont,Under 18,Hispanic,Male,1,0,0
2016,6-Houston,18-64 with Disability,African American,Female,1442,211,0.1463
2016,6-Houston,18-64 with Disability,African American,Male,990,135,0.1364
2016,6-Houston,18-64 with Disability,African American,Unknown,2,0,0
2016,6-Houston,18-64 with Disability,Anglo,Female,1475,246,0.1668
2016,6-Houston,18-64 with Disability,Anglo,Male,1170,180,0.1538
2016,6-Houston,18-64 with Disability,Anglo,Unknown,12,1,0.0833
2016,6-Houston,18-64 with Disability,Asian,Female,42,2,0.0476
2016,6-Houston,18-64 with Disability,Asian,Male,41,3,0.0732
2016,6-Houston,18-64 with Disability,Hispanic,Female,467,59,0.1263
2016,6-Houston,18-64 with Disability,Hispanic,Male,453,48,0.106
2016,6-Houston,18-64 with Disability,Native American,Female,11,1,0.0909
2016,6-Houston,18-64 with Disability,Native American,Male,8,1,0.125
2016,6-Houston,18-64 with Disability,Other,Female,289,18,0.0623
2016,6-Houston,18-64 with Disability,Other,Male,281,23,0.0819
2016,6-Houston,18-64 with Disability,Other,Unknown,18,1,0.0556
2016,6-Houston,65 and Older,African American,Female,1876,328,0.1748
2016,6-Houston,65 and Older,African American,Male,1008,166,0.1647
2016,6-Houston,65 and Older,African American,Unknown,5,1,0.2
2016,6-Houston,65 and Older,Anglo,Female,2813,478,0.1699
2016,6-Houston,65 and Older,Anglo,Male,1666,264,0.1585
2016,6-Houston,65 and Older,Anglo,Unknown,8,0,0
2016,6-Houston,65 and Older,Asian,Female,88,7,0.0795
2016,6-Houston,65 and Older,Asian,Male,55,6,0.1091
2016,6-Houston,65 and Older,Hispanic,Female,754,95,0.126
2016,6-Houston,65 and Older,Hispanic,Male,470,62,0.1319
2016,6-Houston,65 and Older,Hispanic,Unknown,6,1,0.1667
2016,6-Houston,65 and Older,Native American,Female,16,3,0.1875
2016,6-Houston,65 and Older,Native American,Male,5,0,0
2016,6-Houston,65 and Older,Other,Female,719,63,0.0876
2016,6-Houston,65 and Older,Other,Male,415,36,0.0867
2016,6-Houston,65 and Older,Other,Unknown,26,1,0.0385
2016,6-Houston,Under 18,African American,Male,2,0,0
2016,6-Houston,Under 18,Anglo,Female,1,0,0
2016,6-Houston,Under 18,Hispanic,Female,1,0,0
2016,6-Houston,Unknown,Anglo,Male,1,1,1
2016,6-Houston,Unknown,Other,Female,1,0,0
2016,6-Houston,Unknown,Other,Male,1,0,0
2016,7-Austin,18-64 with Disability,African American,Female,471,72,0.1529
2016,7-Austin,18-64 with Disability,African American,Male,379,48,0.1266
2016,7-Austin,18-64 with Disability,Anglo,Female,1173,169,0.1441
2016,7-Austin,18-64 with Disability,Anglo,Male,918,105,0.1144
2016,7-Austin,18-64 with Disability,Anglo,Unknown,3,0,0
2016,7-Austin,18-64 with Disability,Asian,Female,18,3,0.1667
2016,7-Austin,18-64 with Disability,Asian,Male,14,2,0.1429
2016,7-Austin,18-64 with Disability,Hispanic,Female,322,48,0.1491
2016,7-Austin,18-64 with Disability,Hispanic,Male,246,42,0.1707
2016,7-Austin,18-64 with Disability,Hispanic,Unknown,2,0,0
2016,7-Austin,18-64 with Disability,Native American,Female,6,2,0.3333
2016,7-Austin,18-64 with Disability,Native American,Male,4,0,0
2016,7-Austin,18-64 with Disability,Other,Female,146,11,0.0753
2016,7-Austin,18-64 with Disability,Other,Male,133,9,0.0677
2016,7-Austin,18-64 with Disability,Other,Unknown,2,0,0
2016,7-Austin,65 and Older,African American,Female,526,103,0.1958
2016,7-Austin,65 and Older,African American,Male,322,56,0.1739
2016,7-Austin,65 and Older,African American,Unknown,1,0,0
2016,7-Austin,65 and Older,Anglo,Female,1946,325,0.167
2016,7-Austin,65 and Older,Anglo,Male,1278,208,0.1628
2016,7-Austin,65 and Older,Anglo,Unknown,10,1,0.1
2016,7-Austin,65 and Older,Asian,Female,41,8,0.1951
2016,7-Austin,65 and Older,Asian,Male,10,1,0.1
2016,7-Austin,65 and Older,Asian,Unknown,1,0,0
2016,7-Austin,65 and Older,Hispanic,Female,476,84,0.1765
2016,7-Austin,65 and Older,Hispanic,Male,294,42,0.1429
2016,7-Austin,65 and Older,Hispanic,Unknown,5,1,0.2
2016,7-Austin,65 and Older,Native American,Female,8,4,0.5
2016,7-Austin,65 and Older,Native American,Male,8,4,0.5
2016,7-Austin,65 and Older,Other,Female,297,24,0.0808
2016,7-Austin,65 and Older,Other,Male,204,16,0.0784
2016,7-Austin,65 and Older,Other,Unknown,10,2,0.2
2016,7-Austin,Under 18,African American,Male,1,0,0
2016,7-Austin,Unknown,Other,Male,1,0,0
2016,8-San Antonio,18-64 with Disability,African American,Female,242,40,0.1653
2016,8-San Antonio,18-64 with Disability,African American,Male,219,24,0.1096
2016,8-San Antonio,18-64 with Disability,African American,Unknown,3,0,0
2016,8-San Antonio,18-64 with Disability,Anglo,Female,760,96,0.1263
2016,8-San Antonio,18-64 with Disability,Anglo,Male,587,86,0.1465
2016,8-San Antonio,18-64 with Disability,Asian,Female,13,0,0
2016,8-San Antonio,18-64 with Disability,Asian,Male,11,1,0.0909
2016,8-San Antonio,18-64 with Disability,Hispanic,Female,907,116,0.1279
2016,8-San Antonio,18-64 with Disability,Hispanic,Male,849,111,0.1307
2016,8-San Antonio,18-64 with Disability,Native American,Female,4,1,0.25
2016,8-San Antonio,18-64 with Disability,Native American,Male,5,1,0.2
2016,8-San Antonio,18-64 with Disability,Other,Female,124,13,0.1048
2016,8-San Antonio,18-64 with Disability,Other,Male,122,10,0.082
2016,8-San Antonio,18-64 with Disability,Other,Unknown,1,0,0
2016,8-San Antonio,65 and Older,African American,Female,300,44,0.1467
2016,8-San Antonio,65 and Older,African American,Male,170,25,0.1471
2016,8-San Antonio,65 and Older,African American,Unknown,2,0,0
2016,8-San Antonio,65 and Older,Anglo,Female,1511,265,0.1754
2016,8-San Antonio,65 and Older,Anglo,Male,975,137,0.1405
2016,8-San Antonio,65 and Older,Anglo,Unknown,8,0,0
2016,8-San Antonio,65 and Older,Asian,Female,29,3,0.1034
2016,8-San Antonio,65 and Older,Asian,Male,8,1,0.125
2016,8-San Antonio,65 and Older,Hispanic,Female,1690,282,0.1669
2016,8-San Antonio,65 and Older,Hispanic,Male,951,163,0.1714
2016,8-San Antonio,65 and Older,Hispanic,Unknown,7,1,0.1429
2016,8-San Antonio,65 and Older,Native American,Female,7,1,0.1429
2016,8-San Antonio,65 and Older,Native American,Male,2,0,0
2016,8-San Antonio,65 and Older,Native American,Unknown,1,0,0
2016,8-San Antonio,65 and Older,Other,Female,332,41,0.1235
2016,8-San Antonio,65 and Older,Other,Male,245,20,0.0816
2016,8-San Antonio,65 and Older,Other,Unknown,8,0,0
2016,8-San Antonio,Under 18,Anglo,Male,1,0,0
2016,8-San Antonio,Under 18,Hispanic,Female,1,0,0
2016,8-San Antonio,Under 18,Hispanic,Male,3,0,0
2016,8-San Antonio,Under 18,Other,Male,1,0,0
2016,8-San Antonio,Unknown,Anglo,Male,2,0,0
2016,8-San Antonio,Unknown,Other,Female,1,0,0
2016,9-Midland,18-64 with Disability,African American,Female,58,3,0.0517
2016,9-Midland,18-64 with Disability,African American,Male,49,11,0.2245
2016,9-Midland,18-64 with Disability,Anglo,Female,306,65,0.2124
2016,9-Midland,18-64 with Disability,Anglo,Male,246,44,0.1789
2016,9-Midland,18-64 with Disability,Asian,Female,2,0,0
2016,9-Midland,18-64 with Disability,Hispanic,Female,199,27,0.1357
2016,9-Midland,18-64 with Disability,Hispanic,Male,174,36,0.2069
2016,9-Midland,18-64 with Disability,Hispanic,Unknown,1,0,0
2016,9-Midland,18-64 with Disability,Native American,Female,2,0,0
2016,9-Midland,18-64 with Disability,Other,Female,28,0,0
2016,9-Midland,18-64 with Disability,Other,Male,32,6,0.1875
2016,9-Midland,18-64 with Disability,Other,Unknown,1,0,0
2016,9-Midland,65 and Older,African American,Female,85,15,0.1765
2016,9-Midland,65 and Older,African American,Male,37,7,0.1892
2016,9-Midland,65 and Older,Anglo,Female,497,90,0.1811
2016,9-Midland,65 and Older,Anglo,Male,328,72,0.2195
2016,9-Midland,65 and Older,Anglo,Unknown,2,1,0.5
2016,9-Midland,65 and Older,Asian,Female,4,1,0.25
2016,9-Midland,65 and Older,Hispanic,Female,268,43,0.1604
2016,9-Midland,65 and Older,Hispanic,Male,213,32,0.1502
2016,9-Midland,65 and Older,Native American,Female,3,0,0
2016,9-Midland,65 and Older,Other,Female,76,9,0.1184
2016,9-Midland,65 and Older,Other,Male,48,6,0.125
2016,10-El Paso,18-64 with Disability,African American,Female,28,2,0.0714
2016,10-El Paso,18-64 with Disability,African American,Male,21,3,0.1429
2016,10-El Paso,18-64 with Disability,Anglo,Female,107,18,0.1682
2016,10-El Paso,18-64 with Disability,Anglo,Male,106,15,0.1415
2016,10-El Paso,18-64 with Disability,Asian,Female,6,0,0
2016,10-El Paso,18-64 with Disability,Asian,Male,1,0,0
2016,10-El Paso,18-64 with Disability,Hispanic,Female,367,49,0.1335
2016,Out of State,65 and Older,African American,Male,2,0,0
2016,10-El Paso,18-64 with Disability,Hispanic,Male,337,54,0.1602
2016,10-El Paso,18-64 with Disability,Native American,Female,1,0,0
2016,10-El Paso,18-64 with Disability,Native American,Male,1,0,0
2016,10-El Paso,18-64 with Disability,Other,Female,29,1,0.0345
2016,10-El Paso,18-64 with Disability,Other,Male,24,2,0.0833
2016,10-El Paso,18-64 with Disability,Other,Unknown,2,0,0
2016,10-El Paso,65 and Older,African American,Female,28,3,0.1071
2016,10-El Paso,65 and Older,African American,Male,26,4,0.1538
2016,10-El Paso,65 and Older,Anglo,Female,238,32,0.1345
2016,10-El Paso,65 and Older,Anglo,Male,204,38,0.1863
2016,10-El Paso,65 and Older,Anglo,Unknown,1,0,0
2016,10-El Paso,65 and Older,Asian,Female,16,4,0.25
2016,10-El Paso,65 and Older,Asian,Male,4,0,0
2016,10-El Paso,65 and Older,Hispanic,Female,846,116,0.1371
2016,10-El Paso,65 and Older,Hispanic,Male,532,68,0.1278
2016,10-El Paso,65 and Older,Hispanic,Unknown,7,0,0
2016,10-El Paso,65 and Older,Native American,Female,2,0,0
2016,10-El Paso,65 and Older,Native American,Male,3,2,0.6667
2016,10-El Paso,65 and Older,Other,Female,93,9,0.0968
2016,10-El Paso,65 and Older,Other,Male,59,4,0.0678
2016,10-El Paso,65 and Older,Other,Unknown,4,0,0
2016,10-El Paso,Under 18,African American,Female,1,0,0
2016,10-El Paso,Under 18,Anglo,Male,1,0,0
2016,10-El Paso,Under 18,Hispanic,Female,1,0,0
2016,10-El Paso,Under 18,Other,Male,1,0,0
2016,10-El Paso,Unknown,Hispanic,Female,1,0,0
2016,11-Edinburg,18-64 with Disability,African American,Female,31,4,0.129
2016,11-Edinburg,18-64 with Disability,African American,Male,34,3,0.0882
2016,11-Edinburg,18-64 with Disability,Anglo,Female,318,63,0.1981
2016,11-Edinburg,18-64 with Disability,Anglo,Male,251,44,0.1753
2016,11-Edinburg,18-64 with Disability,Asian,Female,4,0,0
2016,11-Edinburg,18-64 with Disability,Asian,Male,2,0,0
2016,11-Edinburg,18-64 with Disability,Hispanic,Female,992,140,0.1411
2016,11-Edinburg,18-64 with Disability,Hispanic,Male,1010,144,0.1426
2016,11-Edinburg,18-64 with Disability,Hispanic,Unknown,2,0,0
2016,11-Edinburg,18-64 with Disability,Native American,Male,4,0,0
2016,11-Edinburg,18-64 with Disability,Other,Female,67,5,0.0746
2016,11-Edinburg,18-64 with Disability,Other,Male,57,6,0.1053
2016,11-Edinburg,18-64 with Disability,Other,Unknown,2,1,0.5
2016,11-Edinburg,65 and Older,African American,Female,38,6,0.1579
2016,11-Edinburg,65 and Older,African American,Male,30,5,0.1667
2016,11-Edinburg,65 and Older,Anglo,Female,562,96,0.1708
2016,11-Edinburg,65 and Older,Anglo,Male,464,83,0.1789
2016,11-Edinburg,65 and Older,Asian,Female,9,0,0
2016,11-Edinburg,65 and Older,Asian,Male,1,0,0
2016,11-Edinburg,65 and Older,Hispanic,Female,1856,290,0.1563
2016,11-Edinburg,65 and Older,Hispanic,Male,1253,181,0.1445
2016,11-Edinburg,65 and Older,Hispanic,Unknown,7,1,0.1429
2016,11-Edinburg,65 and Older,Native American,Female,2,1,0.5
2016,11-Edinburg,65 and Older,Other,Female,177,14,0.0791
2016,11-Edinburg,65 and Older,Other,Male,116,11,0.0948
2016,11-Edinburg,65 and Older,Other,Unknown,7,0,0
2016,11-Edinburg,Unknown,Hispanic,Female,2,0,0
2016,11-Edinburg,Unknown,Other,Male,1,1,1
2016,Out of State,18-64 with Disability,African American,Female,2,0,0
2016,Out of State,18-64 with Disability,Anglo,Female,6,1,0.1667
2016,Out of State,18-64 with Disability,Anglo,Male,3,0,0
2016,Out of State,18-64 with Disability,Hispanic,Female,1,0,0
2016,Out of State,65 and Older,African American,Female,2,0,0
2016,Out of State,65 and Older,Anglo,Female,16,1,0.0625
2016,Out of State,65 and Older,Anglo,Male,10,1,0.1
2016,Out of State,65 and Older,Asian,Female,1,0,0
2016,Out of State,65 and Older,Asian,Male,1,0,0
2016,Out of State,65 and Older,Hispanic,Female,5,0,0
2016,Out of State,65 and Older,Hispanic,Male,4,0,0
2016,Out of State,65 and Older,Other,Female,4,0,0
2015,1-Lubbock,18-64 with Disability,African American,Female,277,93,0.3357
2015,1-Lubbock,18-64 with Disability,African American,Male,188,51,0.2713
2015,1-Lubbock,18-64 with Disability,African American,Unknown,1,1,1
2015,1-Lubbock,18-64 with Disability,Anglo,Female,566,129,0.2279
2015,1-Lubbock,18-64 with Disability,Anglo,Male,428,76,0.1776
2015,1-Lubbock,18-64 with Disability,Anglo,Unknown,2,0,0
2015,1-Lubbock,18-64 with Disability,Asian,Female,2,0,0
2015,1-Lubbock,18-64 with Disability,Asian,Male,5,1,0.2
2015,1-Lubbock,18-64 with Disability,Hispanic,Female,297,69,0.2323
2015,1-Lubbock,18-64 with Disability,Hispanic,Male,305,58,0.1902
2015,1-Lubbock,18-64 with Disability,Native American,Female,3,2,0.6667
2015,1-Lubbock,18-64 with Disability,Native American,Male,5,1,0.2
2015,1-Lubbock,18-64 with Disability,Other,Female,64,9,0.1406
2015,1-Lubbock,18-64 with Disability,Other,Male,55,10,0.1818
2015,1-Lubbock,65 and Older,African American,Female,173,50,0.289
2015,1-Lubbock,65 and Older,African American,Male,110,31,0.2818
2015,1-Lubbock,65 and Older,African American,Unknown,1,0,0
2015,1-Lubbock,65 and Older,Anglo,Female,832,147,0.1767
2015,1-Lubbock,65 and Older,Anglo,Male,557,101,0.1813
2015,1-Lubbock,65 and Older,Anglo,Unknown,2,0,0
2015,1-Lubbock,65 and Older,Asian,Female,5,1,0.2
2015,1-Lubbock,65 and Older,Asian,Male,1,0,0
2015,1-Lubbock,65 and Older,Hispanic,Female,451,93,0.2062
2015,1-Lubbock,65 and Older,Hispanic,Male,268,46,0.1716
2015,1-Lubbock,65 and Older,Hispanic,Unknown,2,0,0
2015,1-Lubbock,65 and Older,Native American,Female,3,1,0.3333
