,gender_male,age_at_release,gang_affiliated,supervision_risk_score_first,education_level,dependents,prison_years,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years
13040,1,48 or older,0,1.0,high school diploma,0,less than 1 year,8,2,0,3,2,1,0,0,1,1,0,0,0,0,0,0,7,0,46.33333333,0.0,0.0,0.0,0.0,0.0,1
13041,1,33-37,0,8.0,less than hs diploma,3,1-2 years,10,6,3,2,5,5,1,1,0,1,0,0,1,1,1,3,3,2,156.0,0.666666687,0.333333343,0.0,0.0,0.0,0
13042,1,38-42,0,1.0,less than hs diploma,3,1-2 years,5,6,3,2,0,4,1,0,0,1,1,0,0,0,0,0,0,0,145.5,0.0,0.0,0.0,0.0,0.0,1
13043,1,48 or older,0,2.0,less than hs diploma,3,less than 1 year,6,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,10,0,32.21875,0.0,0.0,0.0625,0.0,0.751697381,0
13044,1,38-42,0,10.0,high school diploma,3,more than 3 years,9,6,0,3,5,0,0,1,1,0,0,0,0,0,0,3,1,0,19.28421053,0.0,0.0,0.063157894,0.0,0.873362445,0
13045,1,48 or older,0,5.0,at least some college,3,more than 3 years,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4,0.039999999,0.0,0.0,0.0,0.728169014,0
13046,1,38-42,0,4.0,high school diploma,3,more than 3 years,3,4,2,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,441.5,0.0,0.0,0.0,0.0,0.0,1
13047,1,38-42,0,5.0,less than hs diploma,1,greater than 2 to 3 years,9,6,2,0,5,5,0,0,0,0,0,0,1,1,1,4,1,2,213.125,0.25,0.125,0.0,0.0,0.835190616,0
13048,1,48 or older,0,2.0,high school diploma,1,less than 1 year,10,6,2,5,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
13049,1,48 or older,0,2.0,high school diploma,1,1-2 years,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,214.5,0.0,0.0,0.0,0.0,0.855477855,0
13050,1,38-42,0,9.0,less than hs diploma,1,less than 1 year,10,6,2,4,5,3,1,1,1,0,0,0,1,0,0,0,3,1,56.2,0.200000003,0.0,0.0,0.0,0.286476868,1
13051,0,48 or older,0,3.0,high school diploma,3,greater than 2 to 3 years,10,2,0,5,5,5,0,0,1,1,0,0,0,0,0,2,6,0,8.890909091,0.0,0.009090909,0.0,0.0,0.918200409,0
13052,1,28-32,1,10.0,high school diploma,3,1-2 years,10,6,3,4,5,5,0,0,1,1,1,0,1,1,1,4,0,0,42.57142857,0.142857149,0.142857149,0.0,0.0,0.0,1
13053,1,43-47,0,9.0,high school diploma,3,1-2 years,10,6,2,3,4,5,0,1,0,0,0,0,0,0,0,4,10,3,95.0,0.125,0.0,0.0,0.0,0.901315789,0
13054,1,33-37,0,4.0,high school diploma,1,1-2 years,10,6,3,5,5,5,1,0,1,0,1,0,0,0,1,3,2,0,70.11111111,0.0,0.0,0.0,0.111111112,0.833597464,1
13055,1,38-42,0,5.0,high school diploma,3,more than 3 years,10,6,3,1,5,5,1,0,0,0,0,0,1,0,0,4,9,1,171.7692308,0.0,0.0,0.0,0.0,0.08195253,1
13056,1,33-37,0,10.0,less than hs diploma,2,1-2 years,10,6,2,2,5,5,0,0,1,1,0,0,0,0,0,0,10,1,48.54545455,0.090909094,0.0,0.0,0.0,0.777153558,1
13057,1,48 or older,0,4.0,high school diploma,0,1-2 years,3,3,0,2,0,1,0,0,1,1,0,0,0,0,0,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0
13059,1,43-47,0,7.0,high school diploma,0,1-2 years,9,6,2,4,2,5,1,1,1,0,0,0,0,0,0,3,5,1,39.28571429,0.0,0.0,0.0,0.0,0.596363636,1
13060,1,33-37,0,4.0,less than hs diploma,3,greater than 2 to 3 years,9,6,3,1,3,2,1,1,0,0,0,0,0,0,1,0,0,2,535.5,0.0,0.0,0.0,0.0,0.947712418,1
13061,1,38-42,0,5.0,high school diploma,3,less than 1 year,10,6,0,5,0,5,1,1,1,0,1,0,0,0,1,2,1,1,121.8,0.0,0.0,0.0,0.0,0.893267652,1
13062,1,33-37,0,5.0,less than hs diploma,1,less than 1 year,7,6,1,1,1,5,0,0,0,0,0,0,0,0,0,0,9,1,115.5,0.25,0.0,0.0,0.25,1.0,0
13063,1,33-37,0,6.0,at least some college,3,less than 1 year,5,1,0,0,4,2,0,0,1,0,0,0,1,1,0,4,10,2,75.83333333,0.25,0.0,0.0,0.0,0.214285714,0
13064,1,48 or older,0,2.0,at least some college,3,greater than 2 to 3 years,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,9.4,0.0,0.0,0.0,0.0,1.0,0
13066,1,38-42,0,3.0,less than hs diploma,1,1-2 years,5,6,3,4,2,3,1,0,0,1,0,0,1,0,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
13067,1,33-37,0,4.0,high school diploma,2,less than 1 year,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,10,0,115.7142857,0.0,0.0,0.0,0.0,1.0,0
13068,1,48 or older,0,4.0,less than hs diploma,1,less than 1 year,10,6,3,5,0,5,1,0,1,0,0,0,0,0,0,0,10,0,73.0,0.0,0.0,0.0,0.0,0.0,1
13069,1,38-42,0,9.0,less than hs diploma,1,greater than 2 to 3 years,10,6,1,5,0,5,1,0,1,1,1,0,0,0,0,2,0,0,317.4,0.0,0.0,0.0,0.0,0.0,1
13070,1,33-37,0,8.0,at least some college,0,1-2 years,7,5,2,4,1,5,0,0,1,1,0,0,0,0,0,0,0,0,46.33333333,0.0,0.333333343,0.0,0.0,0.0,1
13071,1,38-42,0,4.0,less than hs diploma,0,less than 1 year,8,1,1,0,5,1,0,1,1,1,0,0,0,0,1,4,0,1,101.4705882,0.05882353,0.0,0.0,0.0,0.176231884,0
13072,1,33-37,0,5.0,at least some college,3,1-2 years,4,2,0,2,2,1,1,0,1,0,1,0,0,0,0,4,2,0,60.6,0.0,0.0,0.0,0.0,0.894389439,0
13073,1,48 or older,0,4.0,less than hs diploma,2,greater than 2 to 3 years,10,4,2,3,1,0,0,1,0,1,0,0,0,0,1,1,0,2,61.09090909,0.0,0.0,0.0,0.0,0.0,1
13074,1,33-37,0,4.0,high school diploma,0,1-2 years,7,6,1,4,3,0,0,0,1,0,1,0,0,0,0,0,10,0,182.5,0.0,0.0,0.0,0.0,0.212785388,1
13075,1,33-37,0,10.0,high school diploma,2,1-2 years,8,6,1,5,0,4,0,0,1,1,0,0,0,0,0,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0
13076,1,43-47,0,6.0,high school diploma,0,more than 3 years,10,6,3,5,1,3,0,0,0,0,1,1,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.178343949,1
13077,1,33-37,0,5.0,high school diploma,1,less than 1 year,8,6,3,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
13078,1,43-47,0,4.0,high school diploma,0,less than 1 year,7,6,1,2,2,5,1,0,1,0,1,0,1,1,0,4,7,0,19.76923077,0.025641026,0.0,0.025641026,0.025641026,0.164721141,1
13079,1,28-32,0,6.0,less than hs diploma,3,1-2 years,7,6,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.538194444,1
13080,1,48 or older,0,3.0,less than hs diploma,3,less than 1 year,10,2,0,5,0,2,0,0,1,0,1,0,0,1,1,4,0,1,492.0,0.0,0.0,0.0,0.0,0.715447154,0
13081,1,28-32,0,10.0,high school diploma,0,more than 3 years,7,4,0,5,0,5,0,0,1,1,0,0,0,0,0,0,0,3,38.22222222,0.0,0.0,0.0,0.0,0.962209302,1
13082,1,28-32,0,5.0,less than hs diploma,0,more than 3 years,7,1,1,1,3,2,0,1,0,1,1,1,0,0,1,3,10,2,62.6,0.5,0.0,0.0,0.0,0.739616613,0
13083,0,28-32,0,9.0,high school diploma,2,less than 1 year,9,6,0,2,5,4,0,0,1,0,0,0,0,0,1,0,2,1,12.86666667,0.0,0.0,0.033333335,0.0,0.375647668,1
13084,1,23-27,0,10.0,at least some college,1,more than 3 years,3,0,0,3,0,1,0,0,0,0,0,1,0,0,0,4,0,0,30.0,0.25,0.0,0.0,0.0,0.0,1
13085,1,43-47,0,10.0,at least some college,1,1-2 years,10,6,1,5,4,5,0,1,0,0,0,0,1,0,0,3,0,2,92.33333333,0.0,0.0,0.333333343,0.0,1.0,0
13086,1,48 or older,0,7.0,high school diploma,1,1-2 years,10,5,0,5,2,5,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
13087,1,28-32,1,9.0,less than hs diploma,0,1-2 years,10,6,3,4,4,4,0,1,1,0,0,0,0,0,1,4,9,3,16.44444444,0.111111112,0.0,0.111111112,0.0,1.0,1
13088,1,28-32,0,5.0,high school diploma,0,1-2 years,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,80.27272727,0.045454547,0.0,0.0,0.0,0.906002265,0
13089,1,28-32,0,4.0,less than hs diploma,3,less than 1 year,4,3,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,161.5,0.0,0.0,0.0,0.0,1.0,0
13090,1,18-22,0,7.0,less than hs diploma,0,less than 1 year,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,41.3,0.0,0.0,0.0,0.0,1.0,0
13091,1,48 or older,0,3.0,less than hs diploma,0,more than 3 years,9,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
13092,1,33-37,0,4.0,at least some college,3,more than 3 years,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355.0,0.0,0.0,0.0,0.0,0.907746479,0
13093,1,38-42,0,3.0,at least some college,0,less than 1 year,7,6,0,0,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
13094,1,33-37,0,3.0,at least some college,1,less than 1 year,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,13.8,0.0,0.0,0.0,0.0,0.0,0
13095,1,23-27,0,10.0,at least some college,3,greater than 2 to 3 years,4,0,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0,3,113.8333333,0.166666672,0.0,0.0,0.0,0.554904832,1
13096,1,33-37,0,4.0,less than hs diploma,2,less than 1 year,10,6,2,5,1,5,1,1,0,0,0,0,0,0,1,0,0,1,27.0,0.0,0.0,0.0,0.0,0.0,1
13097,1,48 or older,0,7.0,at least some college,3,1-2 years,10,6,2,5,4,5,0,0,1,0,0,0,0,0,0,3,2,1,81.1,0.0,0.0,0.0,0.0,0.564734895,1
13098,1,48 or older,0,1.0,at least some college,3,1-2 years,9,3,1,5,0,2,0,0,1,1,0,0,0,0,0,0,0,2,103.4,0.0,0.0,0.0,0.0,1.0,0
13099,1,28-32,0,6.0,at least some college,1,less than 1 year,3,3,0,2,2,0,0,0,1,1,0,0,0,0,0,0,6,1,90.33333333,0.0,0.0,0.0,0.0,0.0,0
13100,1,33-37,0,3.0,at least some college,3,less than 1 year,10,6,3,2,5,5,0,1,1,0,0,0,0,0,0,1,0,0,77.4,0.0,0.0,0.0,0.0,0.0,1
13101,1,33-37,0,5.0,high school diploma,2,less than 1 year,8,5,2,1,3,4,1,0,1,0,1,0,1,0,1,1,2,2,36.4,0.0,0.0,0.0,0.0,1.0,1
13102,1,18-22,0,6.0,high school diploma,1,more than 3 years,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,119.75,0.0,0.0,0.0,0.0,0.407098121,0
13103,1,28-32,1,1.0,high school diploma,0,greater than 2 to 3 years,5,4,2,2,0,4,1,0,1,0,1,0,0,0,0,0,6,1,13.0,0.0,0.0,0.0,0.071428575,1.0,1
13104,1,23-27,0,8.0,high school diploma,1,1-2 years,5,3,0,5,0,4,0,1,1,1,0,0,0,1,0,0,0,0,157.0,0.0,0.0,0.0,0.0,0.0,1
13105,1,28-32,0,10.0,less than hs diploma,3,greater than 2 to 3 years,10,2,3,3,1,5,0,0,1,0,0,0,0,0,0,0,1,2,14.04545455,0.090909094,0.090909094,0.0,0.0,0.870550162,0
13106,1,28-32,1,7.0,less than hs diploma,1,1-2 years,3,4,0,2,1,4,0,0,1,0,0,0,0,0,0,0,1,0,127.5555556,0.111111112,0.0,0.0,0.0,0.977351916,0
13107,1,48 or older,0,3.0,less than hs diploma,2,1-2 years,6,6,1,2,2,2,0,0,0,0,0,0,0,1,1,4,10,0,33.18181818,0.060606062,0.121212125,0.0,0.0,0.192694064,1
13109,1,48 or older,0,3.0,less than hs diploma,3,more than 3 years,7,6,3,5,0,5,0,0,0,1,0,0,0,0,0,0,0,1,35.8,0.0,0.0,0.0,0.0,0.197765363,1
13110,1,28-32,1,9.0,less than hs diploma,0,greater than 2 to 3 years,6,5,1,0,4,5,0,0,0,0,0,0,0,0,0,3,3,1,65.75,0.25,0.0,0.0,0.0,0.0,0
13111,1,38-42,0,8.0,high school diploma,0,less than 1 year,10,6,0,5,3,4,0,0,1,0,0,0,0,0,0,4,3,0,215.5,0.0,0.5,0.0,0.0,0.0,1
13112,1,43-47,0,1.0,at least some college,1,1-2 years,5,6,2,2,2,0,0,0,1,1,0,0,1,1,1,0,0,3,249.8,0.0,0.0,0.0,0.200000003,0.0,0
13113,1,48 or older,0,4.0,high school diploma,3,less than 1 year,10,6,3,5,5,0,0,1,1,1,0,0,0,0,0,0,5,0,60.0,0.0,0.0,0.0,0.0,0.0,1
13114,1,38-42,0,3.0,less than hs diploma,1,less than 1 year,8,6,3,4,3,5,1,1,1,0,0,0,0,0,0,0,1,0,27.8,0.0,0.0,0.0,0.0,0.0,0
13115,1,23-27,0,8.0,high school diploma,2,less than 1 year,9,3,0,3,1,4,0,0,1,1,0,0,1,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
13116,1,38-42,1,8.0,high school diploma,0,greater than 2 to 3 years,10,6,2,5,5,4,0,0,1,1,0,0,0,0,0,0,1,3,54.48571429,0.0,0.0,0.0,0.0,0.839014158,0
13117,1,48 or older,0,9.0,less than hs diploma,1,greater than 2 to 3 years,10,6,2,5,0,3,1,1,1,1,1,0,0,0,0,0,3,1,349.6666667,0.0,0.0,0.0,0.0,0.0,1
13118,1,33-37,0,5.0,high school diploma,3,1-2 years,6,6,1,2,2,4,0,1,1,1,1,0,0,0,0,0,0,2,181.75,0.0,0.0,0.0,0.0,1.0,1
13119,1,33-37,0,10.0,less than hs diploma,0,greater than 2 to 3 years,6,6,0,0,5,5,0,0,1,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0
13120,1,33-37,1,5.0,high school diploma,3,less than 1 year,5,6,0,0,5,4,0,0,1,0,0,0,1,0,0,0,3,0,62.33333333,0.06666667,0.06666667,0.06666667,0.0,0.0,1
13121,1,48 or older,0,8.0,high school diploma,0,more than 3 years,10,1,2,5,0,0,0,1,1,0,1,0,0,0,0,2,0,2,241.1666667,0.0,0.0,0.0,0.0,0.9032481,0
13122,0,48 or older,0,3.0,high school diploma,1,1-2 years,9,6,0,2,5,2,0,0,1,0,0,0,1,0,1,0,6,3,22.44,0.0,0.0,0.0,0.0,0.591800357,0
13123,1,38-42,0,9.0,high school diploma,2,greater than 2 to 3 years,9,5,2,2,5,4,0,1,1,0,0,0,0,1,0,2,3,2,58.35,0.200000003,0.0,0.0,0.0,0.872322194,1
13124,0,33-37,0,4.0,high school diploma,3,1-2 years,5,6,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
13126,1,33-37,0,5.0,less than hs diploma,0,less than 1 year,4,6,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
13127,1,38-42,0,4.0,at least some college,1,less than 1 year,4,3,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,76.6,0.0,0.0,0.0,0.0,1.0,0
13128,1,43-47,0,8.0,high school diploma,0,greater than 2 to 3 years,10,6,3,5,2,5,0,1,1,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1
13129,1,28-32,1,7.0,high school diploma,0,greater than 2 to 3 years,5,4,1,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,190.8,0.100000001,0.100000001,0.0,0.0,0.134696017,1
13130,1,43-47,0,4.0,high school diploma,3,1-2 years,5,6,1,3,2,5,0,0,1,1,1,0,1,0,1,4,0,0,276.0,1.0,0.0,0.0,0.0,0.355072464,0
13131,1,43-47,0,4.0,high school diploma,0,1-2 years,10,6,2,5,2,5,1,0,0,0,0,0,1,0,0,4,0,0,92.5,0.0,0.0,0.0,0.0,1.0,1
13132,0,48 or older,0,4.0,high school diploma,3,more than 3 years,10,3,0,5,4,5,0,0,1,1,0,0,0,1,0,1,10,0,82.14285714,0.0,0.0,0.0,0.0,0.788695652,0
13133,1,43-47,0,2.0,at least some college,0,1-2 years,10,5,1,5,2,2,0,0,1,1,0,0,0,0,0,0,6,1,50.4,0.0,0.0,0.0,0.0,0.0,1
13134,1,38-42,0,4.0,less than hs diploma,3,1-2 years,10,6,2,5,0,4,1,1,0,1,1,0,0,0,0,0,0,1,39.42857143,0.0,0.0,0.0,0.0,0.344202899,1
13135,1,18-22,0,8.0,high school diploma,0,greater than 2 to 3 years,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,7,1,134.0,0.0,0.0,0.0,0.0,1.0,1
13136,1,28-32,0,7.0,less than hs diploma,3,1-2 years,10,5,2,4,5,1,1,1,1,1,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1
13137,1,43-47,0,4.0,at least some college,2,more than 3 years,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,52.3,0.0,0.050000001,0.0,0.0,1.0,1
13138,0,23-27,0,7.0,high school diploma,3,less than 1 year,8,6,1,3,0,5,1,0,1,0,0,0,1,1,1,4,2,3,46.25,0.0,0.166666672,0.0,0.166666672,0.94954955,1
13139,1,38-42,0,3.0,high school diploma,0,less than 1 year,10,6,2,5,5,5,0,1,1,0,0,0,0,0,0,0,4,3,27.71428571,0.0,0.0,0.0,0.0,0.180412371,1
13140,1,43-47,0,4.0,at least some college,3,1-2 years,10,6,3,5,5,5,1,0,0,0,0,0,0,0,0,3,2,1,4.466666667,0.0,0.033333335,0.100000001,0.0,0.888059701,1
13141,1,48 or older,0,2.0,less than hs diploma,1,less than 1 year,2,6,2,1,0,2,1,0,1,0,1,0,0,0,0,0,6,0,48.7,0.0,0.0,0.0,0.0,0.012320329,0
13142,1,28-32,0,10.0,less than hs diploma,3,greater than 2 to 3 years,7,6,0,4,2,4,0,0,1,1,0,0,0,0,1,4,5,2,231.5,0.166666672,0.0,0.0,0.0,0.249820014,1
13143,1,48 or older,0,4.0,high school diploma,3,1-2 years,10,6,3,2,4,5,1,1,1,0,1,0,1,0,0,0,8,1,49.2,0.0,0.0,0.0,0.0,0.833333333,1
13144,0,33-37,0,8.0,high school diploma,1,greater than 2 to 3 years,10,5,0,5,1,5,0,0,1,0,0,0,0,0,0,1,6,3,177.2,0.0,0.0,0.0,0.0,0.961625282,1
13145,1,23-27,1,1.0,less than hs diploma,0,less than 1 year,5,4,0,3,3,5,0,1,1,1,0,0,0,0,0,3,0,1,241.5,0.166666672,0.0,0.0,0.0,1.0,0
13146,1,48 or older,0,2.0,high school diploma,3,less than 1 year,10,2,0,5,4,5,0,0,1,0,0,0,0,0,0,1,0,3,92.25,0.0,0.0,0.0,0.0,0.588075881,1
13147,1,48 or older,0,4.0,high school diploma,1,1-2 years,10,6,3,5,0,5,0,0,1,0,1,0,1,0,0,0,0,1,149.25,0.0,0.0,0.0,0.0,0.773031826,0
13148,0,38-42,0,4.0,high school diploma,1,1-2 years,7,4,1,4,1,4,0,1,1,0,0,0,0,0,0,0,5,0,25.83333333,0.0,0.0,0.0,0.0,1.0,1
13149,1,33-37,1,6.0,high school diploma,3,greater than 2 to 3 years,10,4,2,2,5,5,0,0,1,1,0,0,0,0,0,0,6,0,32.26666667,0.06666667,0.0,0.0,0.0,0.683884298,1
13150,1,23-27,1,8.0,less than hs diploma,0,more than 3 years,3,3,2,2,0,1,0,0,1,1,1,0,0,0,0,2,0,0,33.0,0.0,0.0,0.0,0.0,0.429292929,1
13151,0,48 or older,0,4.0,at least some college,0,less than 1 year,9,2,1,5,2,4,0,1,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.866120219,0
13152,1,43-47,0,5.0,at least some college,3,1-2 years,10,6,0,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,38.2,0.0,0.0,0.0,0.0,0.282722513,1
13153,1,23-27,1,9.0,less than hs diploma,1,greater than 2 to 3 years,3,2,0,2,1,3,0,0,1,1,0,0,0,0,0,0,10,2,39.75,0.035714287,0.0,0.0,0.0,0.58131177,0
13154,1,43-47,0,8.0,at least some college,0,less than 1 year,10,2,0,5,4,4,0,0,1,0,0,0,0,0,0,0,3,2,4.0,0.100000001,0.0,0.050000001,0.0,0.0,1
13155,1,48 or older,0,5.0,less than hs diploma,0,1-2 years,10,6,2,4,2,5,0,0,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.945205479,1
13156,1,43-47,0,4.0,high school diploma,3,1-2 years,10,6,0,3,5,1,0,0,1,1,0,0,0,0,0,0,6,0,54.65,0.0,0.0,0.0,0.0,1.0,1
13157,1,43-47,0,6.0,less than hs diploma,3,1-2 years,10,6,3,4,3,5,0,0,1,0,0,0,0,0,0,0,0,0,36.7027027,0.0,0.0,0.0,0.0,0.913107511,0
13158,1,48 or older,0,2.0,at least some college,3,less than 1 year,10,6,1,5,0,5,0,0,1,0,0,0,0,0,0,0,0,1,84.4,0.0,0.0,0.0,0.0,0.0,1
13159,1,48 or older,0,3.0,high school diploma,0,1-2 years,9,2,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,2,360.0,0.0,0.0,0.0,0.0,0.983333333,0
13160,1,38-42,0,9.0,high school diploma,2,1-2 years,10,6,2,5,4,5,0,1,1,1,0,0,0,0,0,3,3,0,282.0,0.200000003,0.400000006,0.0,0.0,0.0,1
13161,1,43-47,0,7.0,less than hs diploma,0,1-2 years,10,6,1,3,4,4,0,0,1,0,1,0,0,0,0,0,6,0,21.0,0.0,0.0,0.0,0.0,0.361904762,1
13162,1,28-32,0,8.0,less than hs diploma,0,1-2 years,10,4,0,5,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
13163,1,43-47,0,8.0,high school diploma,0,greater than 2 to 3 years,10,6,3,5,2,4,0,1,1,0,1,0,0,0,1,3,10,3,32.45833333,0.0,0.0,0.0625,0.0,0.793966624,0
13164,1,48 or older,0,7.0,less than hs diploma,1,1-2 years,10,2,1,5,3,4,0,0,1,1,0,0,1,1,0,4,2,3,221.0,0.0,0.0,0.0,0.0,0.902714932,1
13165,1,48 or older,0,2.0,high school diploma,0,less than 1 year,10,4,1,5,1,0,0,0,1,0,0,0,1,1,1,4,0,0,28.125,0.0,0.125,0.0,0.0,0.0,0
13166,1,28-32,1,7.0,high school diploma,3,less than 1 year,8,6,3,1,1,5,0,0,1,1,0,0,0,0,0,4,0,0,9.888888889,0.0,0.0,0.111111112,0.0,0.483146067,1
13167,1,48 or older,0,3.0,less than hs diploma,3,greater than 2 to 3 years,10,6,2,5,5,5,0,0,1,1,0,0,1,0,1,4,10,3,41.83333333,0.277777791,0.055555556,0.0,0.111111112,0.93625498,0
13168,1,48 or older,0,1.0,high school diploma,2,1-2 years,10,2,1,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,162.8333333,0.0,0.0,0.0,0.0,0.997952917,0
13169,1,23-27,1,6.0,less than hs diploma,3,more than 3 years,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
13170,1,28-32,0,4.0,less than hs diploma,1,less than 1 year,9,6,1,0,4,5,0,1,1,0,0,0,0,0,0,0,2,0,60.8,0.100000001,0.0,0.0,0.0,0.134868421,1
13171,1,48 or older,0,3.0,less than hs diploma,0,greater than 2 to 3 years,10,4,1,2,5,5,0,1,0,1,0,0,0,0,0,0,1,2,73.63636364,0.0,0.0,0.0,0.0,0.507407407,0
13172,1,23-27,0,8.0,at least some college,0,1-2 years,7,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,7,0,122.3333333,0.0,0.0,0.0,0.0,0.651226158,1
13174,1,43-47,0,5.0,high school diploma,1,1-2 years,10,4,0,5,4,3,0,0,1,1,0,0,0,0,0,0,1,0,64.25,0.25,0.25,0.0,0.0,0.116731518,1
13175,1,48 or older,0,2.0,less than hs diploma,3,less than 1 year,6,6,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18.8,0.0,0.0,0.0,0.0,0.0,0
13176,1,38-42,0,5.0,at least some college,0,more than 3 years,6,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.15,0.0,0.0,0.0,0.0,1.0,1
13177,1,43-47,0,1.0,less than hs diploma,0,1-2 years,10,6,2,2,0,5,1,0,1,1,0,0,0,0,1,2,10,0,42.37931034,0.0,0.0,0.0,0.068965517,1.0,0
13178,1,48 or older,0,3.0,at least some college,0,greater than 2 to 3 years,10,6,0,1,5,5,0,0,1,0,0,0,0,0,0,2,0,2,177.0,0.0,0.0,0.0,0.0,0.958568738,1
13179,1,43-47,0,2.0,at least some college,2,less than 1 year,10,6,3,2,2,5,1,0,1,0,0,0,1,1,1,4,0,3,181.6666667,0.0,0.0,0.0,0.0,0.0,0
13180,1,48 or older,0,4.0,less than hs diploma,0,more than 3 years,10,4,3,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,332.5,0.0,0.0,0.0,0.0,0.221052632,1
13181,1,48 or older,0,3.0,less than hs diploma,3,1-2 years,10,4,3,5,0,4,0,0,0,1,0,0,1,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.225017973,1
13183,1,43-47,0,10.0,high school diploma,2,greater than 2 to 3 years,7,1,1,4,1,2,0,0,1,1,1,0,0,0,0,0,6,1,22.8,0.0,0.0,0.0,0.0,0.855263158,0
13184,1,48 or older,0,5.0,less than hs diploma,2,1-2 years,10,6,2,5,2,5,0,0,1,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.821917808,1
13185,1,38-42,0,7.0,high school diploma,2,1-2 years,9,0,0,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,121.3333333,0.0,0.0,0.0,0.0,1.0,0
13186,1,48 or older,0,1.0,at least some college,3,greater than 2 to 3 years,10,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,467.5,0.0,0.0,0.0,0.0,0.998930481,0
13187,1,48 or older,0,9.0,high school diploma,0,1-2 years,10,6,3,5,5,5,1,0,0,1,0,0,1,0,0,1,6,0,105.25,0.25,0.0,0.0,0.0,0.0,1
