,gender_male,gang_affiliated,supervision_risk_score_first,dependents,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years,age_at_release_18-22,age_at_release_23-27,age_at_release_28-32,age_at_release_33-37,age_at_release_38-42,age_at_release_43-47,age_at_release_48 or older,education_level_at least some college,education_level_high school diploma,education_level_less than hs diploma,prison_years_1-2 years,prison_years_greater than 2 to 3 years,prison_years_less than 1 year,prison_years_more than 3 years
10615,1,0,10.0,3,10,6,2,5,0,4,1,0,1,1,0,0,0,0,0,4,10,0,11.68181818,0.0,0.0,0.022727273,0.0,0.980544747,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10616,1,0,7.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,6,1,576.0,0.0,0.0,0.0,0.0,0.748263889,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10617,0,0,7.0,1,9,3,2,0,0,5,0,0,1,1,1,0,0,0,0,3,1,0,40.8,0.200000003,0.200000003,0.200000003,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
10618,1,1,7.0,3,4,2,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,2,363.6666667,0.0,0.0,0.0,0.0,0.157653529,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10619,1,0,4.0,2,10,4,0,2,5,5,0,0,1,1,1,0,0,1,0,0,10,0,60.625,0.0,0.125,0.0,0.0,0.468041237,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
10620,1,1,7.0,0,4,2,1,2,1,0,0,1,1,0,1,1,1,0,0,4,10,0,13.38636364,0.0,0.0,0.0,0.0,0.517826825,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10621,1,0,4.0,3,3,5,3,2,0,0,0,0,0,0,0,0,1,0,0,4,3,1,88.0,0.0,0.0,0.0,0.0,0.686363636,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
10622,1,0,2.0,1,9,6,0,5,5,3,0,0,1,1,0,0,0,0,0,0,1,0,185.3333333,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10623,1,0,6.0,1,7,0,3,0,1,0,0,0,1,1,1,1,1,0,0,4,10,0,88.81818182,0.0,0.0,0.0,0.0,0.818833163,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
10624,1,1,7.0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,3,47.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
10625,1,0,9.0,2,6,3,1,0,5,2,0,1,1,1,0,0,1,0,0,0,4,2,301.5,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10626,1,0,1.0,2,10,6,3,5,0,5,1,1,1,1,1,0,1,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10627,1,0,5.0,3,7,6,0,3,1,5,0,0,1,0,0,1,0,0,0,0,9,3,25.65217391,0.086956523,0.0,0.043478262,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10628,1,0,6.0,3,9,6,2,1,5,2,0,1,0,1,1,0,0,0,0,0,0,1,117.5,0.0,0.0,0.0,0.0,0.99787234,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10629,1,0,7.0,0,10,2,3,2,5,4,0,1,0,1,0,0,1,0,0,0,8,0,44.375,0.25,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10630,0,0,7.0,3,4,2,0,3,1,1,0,0,1,0,0,0,1,0,1,4,6,2,13.61764706,0.0,0.0,0.029411765,0.14705883,0.384449244,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10631,1,0,5.0,3,8,6,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,2,371.8,0.0,0.0,0.0,0.0,0.258741259,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10632,1,0,9.0,2,4,4,0,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,26.8,0.200000003,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10633,1,0,5.0,1,2,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,356.5,0.0,0.0,0.0,0.0,0.995091164,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10634,1,1,10.0,3,10,3,0,5,2,2,0,0,0,0,0,0,0,0,0,0,5,0,59.33333333,0.13333334,0.0,0.0,0.0,0.050561798,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10635,1,0,3.0,1,2,6,1,1,2,3,1,0,1,0,0,0,0,0,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10636,1,0,4.0,0,10,5,2,5,2,4,0,0,1,1,0,0,0,0,0,0,6,1,15.2,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
10637,1,0,5.0,3,8,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,1,49.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10638,1,0,6.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,120.0,0.0,0.0,0.0,0.0,0.027083333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
10639,1,1,9.0,3,10,5,0,5,1,5,0,0,1,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10640,0,0,7.0,0,8,2,0,5,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10641,1,0,5.0,3,3,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,6,1,397.0,0.0,0.0,0.0,0.0,0.80604534,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10642,1,0,1.0,3,10,6,1,2,3,5,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10643,1,0,5.0,2,3,6,0,0,2,1,0,0,1,0,1,0,0,0,0,1,6,1,175.3333333,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10644,1,0,8.0,3,10,2,3,5,1,1,0,0,1,1,1,0,0,0,0,0,10,0,106.8,0.0,0.0,0.0,0.0,0.45505618,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
10645,1,0,7.0,2,10,6,3,0,4,5,0,1,0,0,0,0,1,0,0,4,10,0,19.1,0.200000003,0.0,0.0,0.0,0.688481675,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10646,1,1,7.0,3,4,2,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.367174281,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10647,1,0,1.0,3,10,6,1,4,5,3,0,0,1,0,0,0,0,0,1,4,0,3,32.55555556,0.018518519,0.074074075,0.0,0.0,0.732650739,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10648,1,0,5.0,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,4,10,3,395.3333333,0.0,0.0,0.0,0.0,0.068296796,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10649,1,0,10.0,1,9,1,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,42.2,0.200000003,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10650,1,0,2.0,3,10,4,3,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,21.33333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10651,1,1,10.0,0,10,6,2,5,4,4,0,1,1,1,1,1,1,0,0,4,0,0,60.6,0.600000024,0.0,0.0,0.0,0.04950495,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10652,1,1,9.0,2,6,1,1,4,0,3,0,1,1,1,0,0,0,0,0,4,0,2,47.83333333,0.166666672,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10653,1,0,4.0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,35.1,0.0,0.0,0.0,0.0,0.888888889,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10654,1,1,4.0,3,6,5,3,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,49.0,0.0,0.0,0.0,0.0,0.498542274,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10655,1,0,7.0,1,8,2,1,0,5,4,0,0,1,1,0,0,0,0,0,0,2,0,62.6,0.0,0.0,0.0,0.0,0.460063898,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10656,1,0,4.0,1,10,6,2,5,2,5,0,1,0,0,0,0,0,0,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
10657,1,0,2.0,0,10,6,0,5,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
10658,1,0,4.0,2,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10,1,668.5,0.0,0.0,0.0,0.0,0.616305161,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
10659,1,1,9.0,1,5,2,1,1,3,3,0,0,1,1,1,1,1,1,1,4,8,0,9.674418605,0.116279073,0.0,0.0,0.0,0.326923077,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10660,1,0,9.0,2,6,2,0,3,3,3,0,0,1,1,0,0,0,0,0,0,10,0,41.88888889,0.111111112,0.0,0.0,0.0,0.580901857,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10661,1,0,6.0,2,4,4,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,17.43333333,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
10662,1,1,7.0,0,4,1,1,2,0,3,1,0,0,1,1,0,1,1,0,4,3,1,9.324324324,0.243243247,0.0,0.0,0.0,0.252173913,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10663,1,0,6.0,3,10,6,2,5,2,5,0,0,0,1,0,0,0,0,1,0,0,3,104.0,0.0,0.0,0.0,0.0,0.93006993,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10664,1,0,7.0,3,10,3,0,5,2,4,1,0,0,1,1,0,0,0,0,0,0,0,122.3333333,0.0,0.0,0.0,0.0,0.392370572,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
10665,1,0,5.0,2,8,6,0,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,76.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10666,1,0,9.0,2,7,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,61.0,0.0,0.0,0.047619049,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10667,1,1,7.0,3,5,4,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.918181818,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
10668,1,0,4.0,1,6,6,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
10669,1,0,7.0,1,5,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
10670,1,0,5.0,3,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,6,2,1088.5,0.0,0.0,0.0,0.0,0.729444189,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10671,1,0,5.0,0,10,4,1,3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,47.2,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10672,1,1,10.0,0,3,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,16.5,0.5,0.5,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
10673,0,0,7.0,3,7,4,1,3,0,5,0,0,1,1,1,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.846481876,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10674,1,0,1.0,3,10,6,3,5,3,5,0,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10675,1,0,3.0,3,3,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,5,2,48.45,0.0,0.0,0.0,0.0,0.825593395,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10676,1,0,4.0,1,10,6,2,3,2,5,1,0,1,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.837301587,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10677,0,0,8.0,3,10,1,0,5,0,5,0,0,1,0,0,0,0,0,1,4,0,3,33.41176471,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
10678,1,0,6.0,3,7,6,0,5,1,5,0,0,1,1,0,0,0,0,0,0,3,0,298.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10679,1,0,6.0,3,6,6,3,3,0,4,0,0,1,1,0,0,0,0,0,0,1,0,65.5,0.0,0.0,0.0,0.0,0.992366412,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10680,1,0,1.0,0,7,1,1,3,2,1,0,1,1,0,1,0,0,1,0,0,0,0,193.0,0.0,0.0,0.0,0.0,0.852849741,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10681,1,0,1.0,3,10,6,2,5,1,5,1,0,1,1,0,0,0,0,0,3,10,1,44.82608696,0.043478262,0.0,0.130434781,0.043478262,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10682,1,0,3.0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10683,1,0,6.0,2,7,6,3,5,3,4,0,0,1,1,1,0,0,0,0,0,0,0,78.42857143,0.0,0.0,0.0,0.0,0.340619308,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
10684,0,0,4.0,3,5,6,0,5,1,5,0,0,1,1,0,0,0,0,0,0,0,0,70.8,0.0,0.0,0.0,0.0,0.88700565,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10685,1,0,8.0,1,5,2,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.95995785,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10686,1,1,9.0,1,5,4,0,4,0,4,0,0,1,1,0,1,0,0,0,0,0,0,25.125,0.125,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
10687,1,0,10.0,3,7,6,0,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,57.17647059,0.0,0.0,0.0,0.0,0.844650206,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10688,1,0,10.0,0,6,6,1,5,0,3,0,0,1,1,1,0,0,0,0,0,0,0,49.0,0.0,0.0,0.0,0.0,0.576530612,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10689,0,0,6.0,3,6,6,0,5,0,5,0,0,1,1,0,0,0,0,0,0,0,0,183.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10690,1,0,8.0,0,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,6,0,173.4,0.0,0.0,0.0,0.0,0.92272203,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
10691,1,0,6.0,0,4,4,0,0,5,2,0,0,0,1,1,0,0,0,0,2,9,0,81.88888889,0.0,0.0,0.0,0.0,0.831750339,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10692,1,0,7.0,0,2,5,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,96.4,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10693,1,0,10.0,3,10,6,1,5,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
10694,1,0,5.0,2,2,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,249.2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10695,0,0,4.0,1,1,2,0,1,2,0,0,0,1,0,0,0,1,0,0,4,10,2,28.66666667,0.0,0.0,0.025641026,0.102564104,0.875670841,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
10696,1,1,8.0,0,7,2,0,4,2,4,0,0,1,1,0,0,1,0,0,2,0,0,125.0,0.333333343,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10697,1,0,8.0,0,9,3,0,5,2,4,0,0,1,0,0,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10698,0,0,10.0,1,6,3,0,3,0,4,0,0,1,1,0,0,0,0,0,0,10,0,10.83333333,0.0,0.0,0.0,0.0,0.873846154,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10699,1,0,7.0,3,10,6,0,2,3,5,0,1,1,0,0,0,0,0,0,0,1,1,117.4,0.0,0.0,0.0,0.0,0.182282794,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10700,1,1,6.0,2,5,0,2,1,1,3,0,0,1,0,0,0,0,0,0,3,6,1,89.0,0.25,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10701,1,1,6.0,0,7,1,1,2,0,2,0,1,1,1,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10702,1,0,6.0,3,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,7,0,135.1818182,0.0,0.0,0.0,0.0,0.978480161,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
10703,1,0,10.0,3,9,4,0,2,2,5,0,1,1,1,0,0,0,0,0,0,10,0,144.6666667,0.333333343,0.0,0.0,0.0,0.31797235,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10704,1,0,3.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,31.5,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
10705,0,0,3.0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,80.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10706,1,0,10.0,2,10,6,0,5,4,5,0,1,1,0,0,0,1,0,1,4,10,2,58.33333333,0.333333343,0.0,0.0,0.0,0.488,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10707,0,0,4.0,1,4,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10708,1,1,5.0,1,5,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10709,1,0,7.0,3,7,2,1,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,39.8,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10710,0,0,5.0,3,10,6,2,5,0,2,1,0,1,1,0,0,0,0,0,0,0,1,321.6,0.0,0.0,0.0,0.0,0.065298507,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
10711,1,0,9.0,1,2,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,497.0,0.5,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10712,1,0,5.0,0,10,0,0,0,5,4,0,0,1,1,0,0,1,0,0,0,0,2,40.33333333,0.0,0.0,0.0,0.0,0.747933884,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10713,1,0,10.0,0,5,2,1,0,1,5,0,0,1,1,1,0,0,0,1,4,0,1,137.5,0.5,0.0,0.0,0.0,0.774545455,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10714,1,0,5.0,1,10,6,0,5,0,2,0,0,0,0,0,0,0,0,0,4,4,0,65.36363636,0.272727281,0.0,0.0,0.0,0.720445063,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10715,1,0,8.0,1,10,6,1,5,2,5,0,0,1,1,1,1,1,0,0,4,0,1,27.55,0.0,0.0,0.025,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10716,1,1,10.0,2,5,3,0,5,0,3,0,0,1,0,1,0,1,1,1,4,5,0,42.58333333,0.083333336,0.0,0.0,0.0,0.763209393,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10717,1,0,4.0,1,4,5,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,152.75,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
10718,1,0,3.0,1,10,6,2,5,4,5,1,1,1,0,1,0,0,0,0,0,0,0,184.8,0.0,0.0,0.0,0.0,0.437229437,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
10719,1,0,6.0,3,10,6,3,4,1,5,0,0,1,1,1,0,0,0,1,4,10,2,53.0,0.090909094,0.0,0.0,0.181818187,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10720,1,0,7.0,0,6,3,1,2,1,5,0,0,1,0,0,0,0,0,0,0,0,1,190.0,0.0,0.0,0.0,0.0,0.781578947,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10721,1,0,10.0,0,7,4,0,1,4,4,0,0,1,0,0,0,0,0,0,0,10,1,29.75,0.25,0.125,0.0,0.0,0.773109244,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10722,1,0,5.0,0,5,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,3,161.6666667,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10723,1,1,10.0,1,9,6,0,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,91.66666667,0.333333343,0.0,0.0,0.0,0.007272727,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10724,1,0,10.0,3,10,6,2,5,0,5,0,1,1,1,0,0,0,0,0,0,0,0,177.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
10725,1,0,9.0,3,10,4,0,5,0,4,0,0,1,1,0,0,0,0,1,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10726,1,0,5.0,0,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,3,8,1,72.13333333,0.0,0.06666667,0.13333334,0.0,0.693160813,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
10727,0,0,8.0,3,5,2,1,3,2,1,0,0,1,1,0,0,0,0,0,0,8,0,19.20512821,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10728,1,0,6.0,0,8,1,0,5,0,4,1,0,1,0,0,0,1,0,0,4,3,0,26.14285714,0.0,0.0,0.0,0.0,0.598360656,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10729,1,0,7.0,0,5,5,0,4,1,2,0,0,1,1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10730,1,0,9.0,1,4,4,0,0,4,2,0,0,1,1,0,0,0,0,0,0,6,0,92.16666667,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10731,1,0,6.0,2,10,6,3,5,5,5,0,0,1,1,1,1,0,1,0,0,9,2,26.46666667,0.0,0.06666667,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
10732,1,0,9.0,1,3,0,0,2,1,0,0,0,0,0,0,1,1,0,0,4,5,1,38.42307692,0.07692308,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10733,1,0,9.0,1,5,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,2,1,130.4,0.0,0.0,0.0,0.0,0.078220859,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
10734,1,0,7.0,0,5,1,1,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,24.35,0.100000001,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
10735,1,0,8.0,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10736,1,0,7.0,1,3,4,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10737,1,0,5.0,0,10,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10738,1,0,5.0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,457.0,0.0,0.0,0.0,0.0,0.308533917,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10739,1,0,7.0,1,3,0,0,1,1,1,0,0,1,0,1,1,1,0,0,4,10,0,11.03125,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10740,1,0,9.0,3,5,3,0,0,5,1,0,1,1,1,0,0,0,0,0,0,0,0,113.1666667,0.166666672,0.0,0.0,0.0,0.71281296,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10741,1,0,4.0,3,3,2,1,0,1,1,1,0,1,1,1,0,0,0,0,3,6,0,22.6,0.028571429,0.028571429,0.114285715,0.085714288,0.308470291,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10742,1,0,3.0,0,3,1,0,0,3,0,0,1,1,0,0,0,0,0,0,4,6,1,140.4,0.0,0.0,0.200000003,0.0,0.87962963,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
